miliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
3000,4.991246718799278e-08,1.2612440624444592e-07,8.748594196030113e-11,1.414918068657672e-07,9.825827680220764e-10,1.2377277858157769e-07,7.149435080963499e-10,4.5252161132771664e-10,1.3535429785526366e-08,2.026344919090365e-09,7.395362053741912e-08
3100,4.991244739094125e-08,1.2604259203834157e-07,8.774697312950466e-11,1.4055558495197507e-07,1.005624016425925e-09,1.237050348426646e-07,7.330167710535665e-10,4.5983071495578837e-10,1.272088760878264e-08,2.1190837918699855e-09,7.457866327748265e-08
3200,4.9912219999720454e-08,1.25868708485863e-07,8.776757029251498e-11,1.4066520229311063e-07,1.0058275985388182e-09,1.2349091478418007e-07,7.556205377871435e-10,4.685197745183329e-10,1.276290949716499e-08,2.1856329013181377e-09,7.598239809251593e-08
3300,4.991086426386651e-08,1.2573974236260324e-07,8.864843964634665e-11,1.3985875642233274e-07,1.0078813863267267e-09,1.2349431217054942e-07,7.992528817265809e-10,4.747296345765294e-10,1.2587058231738205e-08,2.3309411388774373e-09,7.529917154263678e-08
3400,4.9911571652116177e-08,1.256340020411277e-07,8.895147129789284e-11,1.3940834290766465e-07,1.0122018134637686e-09,1.2332724594491548e-07,8.327298222471037e-10,4.872446382346255e-10,1.222226434488153e-08,2.389193045789679e-09,7.545315225077782e-08
3500,4.9910971625363654e-08,1.255065006417452e-07,8.93697013027828e-11,1.3940579323687683e-07,1.0119529585866157e-09,1.2318962912766548e-07,8.271031948506219e-10,4.957351543610317e-10,1.1514378711874258e-08,2.4600443879218564e-09,7.674579929800263e-08
3600,4.991182196326885e-08,1.2538339812438342e-07,8.826040123922633e-11,1.3954555817716235e-07,1.0098871869449933e-09,1.23049640529874e-07,8.666125207993377e-10,5.03897538710401e-10,1.0630055831625374e-08,2.6201787982221105e-09,7.682613490057358e-08
3700,4.99110240358962e-08,1.252927155169629e-07,8.926779431782595e-11,1.390699585072328e-07,1.0126081418251853e-09,1.2293535132508985e-07,8.834709692156402e-10,5.123846568125621e-10,1.091115506005677e-08,2.733009742829399e-09,7.71687090246806e-08
3800,4.9910695752257407e-08,1.2517611925633577e-07,8.936953093646063e-11,1.3878981421478778e-07,1.015210013287282e-09,1.2274150514486959e-07,9.214208034193907e-10,5.112262046772426e-10,1.0171942910392887e-08,2.791255322265324e-09,7.606136809023571e-08
3900,4.99102989382803e-08,1.2496007829334884e-07,8.866577369343559e-11,1.3744917914032794e-07,1.0089846501290933e-09,1.2272034876021334e-07,9.454381850280409e-10,5.114412699637907e-10,1.0971903642580212e-08,2.8563680662801663e-09,7.58932597332595e-08
4000,4.99108510090076e-08,1.2485667734268222e-07,8.873769851323593e-11,1.3866271690325802e-07,1.0063971939934126e-09,1.2252262558786226e-07,9.652412375480042e-10,5.253335578348416e-10,1.0442851519553973e-08,2.9820248366287283e-09,7.728186659368717e-08
4100,4.991123850184567e-08,1.2474939602251634e-07,8.950778545657872e-11,1.3693524126456884e-07,1.0222171473507325e-09,1.2234378790338297e-07,9.710118143087143e-10,5.377111704328787e-10,1.100009423468939e-08,3.0979328466145362e-09,7.731769237319841e-08
4200,4.991017200340413e-08,1.246119254442846e-07,8.955944680962645e-11,1.3801213844167046e-07,1.027529405154972e-09,1.2222648598216505e-07,1.0174549706425389e-09,5.351691523713819e-10,9.358381196405706e-09,3.255426980295141e-09,7.593949807664523e-08
4300,4.991094995091329e-08,1.2450600164994659e-07,8.964640532881685e-11,1.3727517897986926e-07,1.022166912869673e-09,1.2206742499482657e-07,1.0428974888305783e-09,5.438578965399124e-10,8.97268689608517e-09,3.348526254456291e-09,7.673931184088423e-08
4400,4.9910176340963734e-08,1.2446852008852236e-07,8.960808224327015e-11,1.3603201564114466e-07,1.021812734873081e-09,1.219941091703105e-07,1.0454853301638417e-09,5.43092631833356e-10,8.674859146667942e-09,3.353550301060157e-09,7.718000492847099e-08
4500,4.9910054178878594e-08,1.243936278998942e-07,8.964040076571415e-11,1.3594578953701563e-07,1.0286392848605037e-09,1.2193410077098744e-07,1.0762142920251135e-09,5.59406931364128e-10,1.031142360873585e-08,3.536614048534672e-09,7.606723337959689e-08
4600,4.991144004654395e-08,1.2426607443485251e-07,8.904098644709704e-11,1.3613843738597314e-07,1.0218829589872405e-09,1.21650361306119e-07,1.102468377650241e-09,5.543489553677977e-10,9.57279225497215e-09,3.664996657172164e-09,7.793607942543078e-08
4700,4.9911173402967185e-08,1.2401494895440013e-07,8.945638318465983e-11,1.373269318965403e-07,1.0132619488300102e-09,1.2164806984887894e-07,1.1314184037245198e-09,5.721280299606366e-10,1.0190653425148663e-08,3.769804142537999e-09,7.678888560522801e-08
4800,4.991093904230251e-08,1.2390303804495437e-07,8.99386505319375e-11,1.3690365650982563e-07,1.023858116255022e-09,1.2156248205563528e-07,1.14723648420187e-09,5.759346053407884e-10,8.204363138254721e-09,3.875748143545779e-09,7.652068017544804e-08
4900,4.990984008122973e-08,1.2381079503719226e-07,8.98806056627296e-11,1.3691600709581182e-07,1.0277496390643848e-09,1.2131738714854735e-07,1.1565571229381004e-09,5.70403066912461e-10,9.80079667801861e-09,3.914764529194799e-09,7.756075896283577e-08
5000,4.990982061168144e-08,1.23661359612619e-07,9.032829675983968e-11,1.363370425207147e-07,1.0200154238223433e-09,1.2117326565782067e-07,1.1796525042654943e-09,5.759155660790221e-10,9.028359638266059e-09,3.987569759687224e-09,7.6322321602334e-08
