miliseconds,IR,IRins,IRp,IRiP,IRi,IRS,IRSiP,X,Xp
1400,0.2838503466201141,7.161928954919258,0.46275100767087296,2.126441889729241,4.838418436593744e-05,6.341167826686756,3.66765830378944,9.992677983579835,0.007328060357563057
1500,0.2626713196830959,7.173080403408601,0.4617629402933096,2.156189842957067,4.979543314305248e-05,6.360705870069125,3.6419687495317934,9.99251353956679,0.00739681233343834
1600,0.2835579392109021,7.078946129355312,0.45558063791467796,2.185400528090535,5.2079107682593345e-05,6.428225059164023,3.5932280519363067,9.99238424513687,0.007544214245494529
1700,0.26287498583935237,7.090564851417371,0.45456452188423396,2.1882467245135495,5.3919686577713136e-05,6.426851314847453,3.543177024137131,9.992143710246438,0.0077944811344327495
1800,0.2863610032265886,7.109196146384718,0.4576962768127794,2.197943831453107,5.494331739003454e-05,6.501399946892702,3.532910080976041,9.992048467987777,0.008104655891794408
1900,0.27516317130601964,7.069544075328506,0.45450223799852024,2.208569722493185,5.6951442869570705e-05,6.523596801724405,3.520362746159473,9.991806111956432,0.008216062154970206
2000,0.23167083970091518,7.086570524416764,0.45380648932655815,2.2117367298135377,5.8449175435590916e-05,6.539286515491879,3.495745008615648,9.991705880008269,0.008528481791562991
2100,0.2661851514493822,7.0493797271586125,0.45253660880995555,2.208421488640959,5.989566777130932e-05,6.535611567493258,3.4443831747963056,9.99129866318726,0.008539273818872997
2200,0.24299935607015205,7.040966049524272,0.4556589947276499,2.1967803955832825,6.0944273466987395e-05,6.589129228670782,3.405634198672139,9.991150189462898,0.00868514761249898
2300,0.21088124541110714,7.043191013916722,0.4540797950110053,2.1717798135508612,6.082844974367898e-05,6.562959241864618,3.388854845450901,9.99114223347043,0.00886357743055786
2400,0.2795655929156381,7.135733581293559,0.453790249619995,2.170679380776865,6.214605655694322e-05,6.591184908434479,3.3693675300853543,9.990946897745921,0.009026083280794331
2500,0.28467921204641866,7.065104085540701,0.45598481147795644,2.136463956248271,6.334744280346695e-05,6.619484763182334,3.405823893814521,9.990819479521734,0.009339898480682281
2600,0.33021667462798365,7.078541523146154,0.4587050646719622,2.148922747967918,6.295484271591401e-05,6.62702226229839,3.3947951596801795,9.990416364950914,0.009429592250599314
2700,0.2804223321312389,7.129135729140564,0.45901264781571366,2.0968834705487884,6.426222868211838e-05,6.660517225400281,3.3613866376859773,9.990241225733364,0.009637925264876388
2800,0.27967037674271295,7.209772900407252,0.46168846829209786,2.0873288998896893,6.474158452341747e-05,6.648263372000197,3.3199762676013784,9.99025580226017,0.00977833525003645
2900,0.2667462929998447,7.2070244379493476,0.45918512056542443,2.0765970772921727,6.47613339814652e-05,6.6825261637235975,3.3553704979037877,9.990106236453336,0.009952756086155257
3000,0.2458255314690025,7.163762529140619,0.4599517558419287,2.0441554884472053,6.437352268500101e-05,6.698370059293583,3.3397328341674433,9.98983003945307,0.01021637071740575
3100,0.2249357023196768,7.180848859335692,0.4622590039491014,2.025201341674556,6.491374051183824e-05,6.68789400528886,3.338748989038377,9.989794386675625,0.010350342906495672
3200,0.3323706552353649,7.205012400616555,0.4617787469514341,1.9958787330704773,6.468979071188309e-05,6.707825598718907,3.3266438175765978,9.98949290018457,0.01034080929312981
3300,0.26102544730583105,7.319131044272613,0.4634400279574995,1.9870585789119475,6.564124974925577e-05,6.685140026730193,3.28168619419056,9.989427633978895,0.01059716722430345
3400,0.32384216488784334,7.330808975027256,0.46423593809306396,1.9566414455168104,6.46052637635155e-05,6.695804385852005,3.2914631724207624,9.98923988177404,0.010799103120674678
3500,0.24293292134481492,7.2983127249242985,0.4706714863484354,1.9410425501374502,6.539057066964025e-05,6.732456246458713,3.271663856105378,9.989184586556293,0.010724466252562865
3600,0.2646986206452138,7.3212033216529,0.4689052533974044,1.908530491240168,6.432423083263701e-05,6.733837931737373,3.259698476722823,9.98914954723101,0.010994818854806503
3700,0.27738530046474186,7.3126625181514,0.47014369943556406,1.8829917799838465,6.601946639478623e-05,6.716060508189183,3.243723345407742,9.98882716866448,0.01097496870189591
3800,0.32831267169092704,7.364781365562231,0.47530687300568025,1.8601433701875492,6.525861061293525e-05,6.753648330987214,3.250705802658584,9.988685995676443,0.011349569885926027
3900,0.29309093915160733,7.355785197083504,0.4720119397461786,1.8285684291826863,6.520434969980134e-05,6.737731081262044,3.2420459131286647,9.98873222409152,0.011490161489523684
4000,0.2331556426822698,7.41338366070563,0.4727528874618873,1.8370116149448361,6.574966467192507e-05,6.736016365213801,3.225675101238436,9.988478944095808,0.011528878022682385
4100,0.3074669027883584,7.472463284484182,0.4731576064234499,1.7814547128464278,6.576073847007743e-05,6.757473458732704,3.2644752594200788,9.988340960537764,0.011547417743889917
4200,0.3274269717152309,7.482602323693277,0.473967562641547,1.7720641678322908,6.444478231348862e-05,6.763148406015384,3.2377802670813414,9.98824341346331,0.011646765503546276
4300,0.33211254913043525,7.497125497348315,0.4784155878771282,1.7583049750559212,6.596844489175437e-05,6.792849224793406,3.2285122005959734,9.988259364489776,0.011869815005016727
4400,0.279584962674047,7.527848043991696,0.47715315907843053,1.7521187737173305,6.474469100091552e-05,6.775989326185698,3.2052504880165644,9.987878057801556,0.0118859067557655
4500,0.2530248080931528,7.462910344651928,0.48017100727783363,1.7183273083798116,6.565922350106343e-05,6.790521536354257,3.194217199750111,9.987864433513865,0.012139821738818043
4600,0.2615248089091852,7.491872695662399,0.4785670604886667,1.7334674961573624,6.555755091699037e-05,6.783173525512362,3.183296126386602,9.987671673306217,0.01220576828968156
4700,0.29249848544957324,7.509363459483212,0.4814068987201301,1.719394381667192,6.574733100954842e-05,6.782989296146148,3.2215607402095485,9.987674140775514,0.012341635030744855
4800,0.31179768143503533,7.506628055012939,0.4806285650179585,1.6666022565985557,6.532957998706339e-05,6.7885909560768445,3.187342093385984,9.987497327049244,0.012455676427907703
4900,0.23452489623372774,7.537836691414209,0.4812459844003237,1.6815864616080904,6.410128565581702e-05,6.78672043115237,3.2122408534561138,9.987371594988332,0.012492859348109576
5000,0.3384604162920131,7.596302989794966,0.48336812819039104,1.642718490789332,6.572036143364593e-05,6.80541187297226,3.1702945164610985,9.987289026483733,0.01259357953833142
