miliseconds,E1,E2,KKK,P_KKK,KK,P_KK,PP_KK,K,P_K,PP_K,KPase,KKPase,E1_KKK,E2_P_KKK,P_KKK_KK,P_KKK_P_KK,PP_KK_K,PP_KK_P_K,KKPase_PP_KK,KKPase_P_KK,KPase_PP_K,KPase_P_K,K_PP_norm,KK_PP_norm,KKK_P_norm,rel_K_PP_max
1000,2.970698619415245e-05,0.0002999922608264229,0.00295695113111772,8.099760416025435e-06,1.1918256781549719,0.00794111349498501,8.281552585649013e-06,1.2000122297080176,0.000261417766985306,-1.8272874168293207e-05,0.11997806215922144,0.00029300216699652907,2.9406890219070356e-07,7.620044645805346e-09,3.038607547667188e-05,8.490160693357294e-08,4.4245468157516985e-05,6.070152652254725e-06,1.3528197736231188e-08,6.937436687725168e-06,-5.765599773543702e-06,3.221998197254948e-05,1.0736970283875713e-05,6.611244503621335e-05,0.013855183165133107,-1.1816174617804515e-05
1100,2.9706643388171343e-05,0.00029999149001406643,0.00295748859390352,9.275136490747334e-06,1.1910940813083626,0.009257185970833684,1.2033304191914738e-06,1.1998795727377836,0.00027554436190349064,1.5320901185478657e-05,0.11994511368435634,0.00029133132631029116,2.914558246294371e-07,8.368796985326723e-09,3.3911876881723416e-05,2.1748876292202218e-07,1.678314263284492e-05,4.808050850942915e-07,7.3296178852575825e-09,9.167004057670538e-06,3.895736550861366e-06,0.00012973834105827788,7.488491135631693e-06,1.7187707671747574e-05,0.015209295981279711,-1.55057821005807e-05
1200,2.9706724320800695e-05,0.00029999023318474515,0.002952084827023782,9.889394269017128e-06,1.1901930044268905,0.010149069913643685,3.673033263340027e-05,1.1994745164428136,-0.00010730087353065355,-9.85242662661289e-06,0.11987537706668411,0.0002902178723129561,2.9125900884272375e-07,9.852818229348696e-09,3.668993630502744e-05,1.0355367395784551e-07,1.0876246857825741e-05,6.279968224671233e-06,3.0498964350751356e-08,1.0494447016534269e-05,-3.5838664725150393e-06,2.975037663934103e-05,-1.871052256649587e-05,3.948602491221473e-05,0.015418430529875043,1.3612311376110433e-05
1300,2.970797021140349e-05,0.00029998928828079357,0.002950685119823326,1.0525804325501774e-05,1.1885950956616922,0.011457947357833972,7.611931809322123e-06,1.199470468055958,-6.061231522286025e-05,1.5734963172292237e-05,0.11998687991244844,0.00028938121565205786,2.9069649917194275e-07,1.0233493543203857e-08,4.162776984817824e-05,1.9640783290183894e-07,0.00010459790889471687,-3.4335846959294273e-06,1.2245337555616638e-08,1.038262540299934e-05,-2.687255416666815e-06,7.435351510932657e-05,-1.4780369394478307e-05,0.00012371032020951046,0.017317893467963693,1.4596362005119737e-05
1400,2.9706695230332634e-05,0.00029998915489425515,0.0029470560835632674,1.0601020714316746e-05,1.188422991376123,0.012690310180173739,3.245142537216447e-05,1.1997089580274163,0.0002373045039256251,-1.568184851385574e-05,0.11991438787878463,0.0002869851785198533,2.917576307442608e-07,1.0839093150213495e-08,4.519507192057736e-05,2.447579335066597e-07,5.991982535277833e-05,1.275646085529776e-06,3.5605370967323556e-08,1.2322263950743539e-05,-4.839220797243117e-06,0.00013853897231851472,1.9907652755334766e-06,5.795017549653756e-05,0.018050879479734657,-8.31088828308097e-06
1500,2.971012447063256e-05,0.00029998794524384575,0.0029391688827060123,1.1783907241710279e-05,1.1865879374200212,0.014113911485722157,3.6402164563599375e-05,1.199623974582841,0.0002576646192553451,7.576484593086232e-06,0.11992425618465292,0.00028601580938552505,2.905119015182782e-07,1.2141515624742001e-08,4.727622250955728e-05,3.154598433289911e-07,0.00013129620629781218,2.1743967112658853e-06,3.0003796426242096e-08,1.2836816516637254e-05,-3.2317479037769542e-06,0.000168965683915648,-1.2816347781583468e-05,0.00011268715303258141,0.019378697369201864,-1.729097455084385e-05
1600,2.9710757880894047e-05,0.00029998791496989595,0.002936986499826577,1.2623243826714357e-05,1.1849272352962288,0.014162472869024617,1.625748789176398e-05,1.1995002995842383,4.6402748983741205e-05,-1.9885374592530135e-05,0.11985601062463534,0.00028557568322555224,2.918369175710467e-07,1.2142732792570799e-08,4.9671971020406964e-05,2.744352023576593e-07,6.455215143043961e-05,-6.821908546617708e-06,3.8458280834202704e-08,1.3973072980665632e-05,6.955845201340732e-06,5.3761578328105175e-05,-1.889861296586921e-05,0.00011117904800983144,0.02030486500046311,-4.4125909837068955e-06
1700,2.9708716468941552e-05,0.0002999869801480462,0.002931424318983831,1.3680546878579864e-05,1.1848193627722903,0.015120399064782599,2.0663772924631113e-05,1.199220968734984,0.00024386161469853296,-4.415445697412935e-06,0.11982140476878886,0.0002848507250397231,2.903784817944988e-07,1.333455419701433e-08,5.409609880799908e-05,3.715744383443658e-07,9.386891399953574e-05,-6.327757342079384e-06,3.974973667799559e-08,1.6138320632248796e-05,2.0743203544759484e-06,5.4154665583825654e-05,1.610219442546607e-06,3.2332508205773405e-05,0.022567719823134668,2.2366916248283627e-05
1800,2.9711491860647352e-05,0.00029998642548796845,0.0029273430001707564,1.4582771246334619e-05,1.1830716594965018,0.01712170547580632,1.952180175613579e-05,1.1997570589579354,0.000275505761234285,1.604320836203234e-05,0.11981550996106623,0.00028366279365865736,2.9075363114541287e-07,1.3972037298366703e-08,5.6762669249077126e-05,2.7350125035324645e-07,0.00011786610444953354,2.8807961530212833e-06,3.827453524646532e-08,1.7314022139033578e-05,2.1481991153049595e-07,0.00019724307308457742,-7.989761822130456e-06,0.00016466837796878678,0.023029932478827963,1.187655874615668e-06
1900,2.9711136562591012e-05,0.0002999846820656999,0.00292778197590235,1.463463899261354e-05,1.1817747645142183,0.018567947686483472,3.871125466429442e-05,1.199273616887349,7.818925379050862e-05,-1.4980475481564592e-05,0.11987236902567644,0.00028267639907881,2.9015622922121613e-07,1.497991324031985e-08,5.9509624548800876e-05,2.926208962681403e-07,0.00015255150987355723,7.133068341277465e-06,2.2998319395554974e-08,1.786762258892102e-05,-1.99457658262344e-06,0.00013396372472387866,1.3172277472194034e-05,0.00019069754817743306,0.02441340414600638,-4.72335587084299e-06
2000,2.971057114525862e-05,0.0002999843869071619,0.002922607464157326,1.5271090181424116e-05,1.1809799767833449,0.018792120743294175,3.310297989909856e-05,1.1994342038526182,0.0003715252066142598,1.440495014204693e-05,0.1199351807835859,0.0002802277549842269,2.8891293387045734e-07,1.5297764145624545e-08,6.251832333518064e-05,3.811234269461681e-07,9.319443799052249e-05,2.0536435398117165e-06,2.5008669907168223e-08,1.8623461010780495e-05,1.4994321454868356e-06,0.00016570600479585363,-9.828021742102948e-07,0.00018522539339788593,0.02513558007639399,-2.23470609256548e-05
2100,2.971141851642655e-05,0.0002999836789332753,0.0029184040838304017,1.6261258159522103e-05,1.1800367024103906,0.020496022277755648,5.947832224866769e-05,1.1994180464382018,0.0006409744379405675,9.287538976860636e-06,0.11979333155392695,0.0002799085361903719,2.8707898495357717e-07,1.586893602097104e-08,6.423345099094162e-05,3.785050852653192e-07,0.00010449534506839811,-4.846939395580381e-06,3.727079104754197e-08,2.0225838997763388e-05,1.970280295510044e-06,0.00021530663603400028,-2.2414338419161878e-05,0.00013163527435968542,0.02704233369333336,4.520989508859512e-06
2200,2.9711558957707228e-05,0.00029998258246128966,0.00291501324598113,1.7631265620359862e-05,1.17849412426115,0.021199338956760367,4.687750435497712e-05,1.1992333259102046,0.0003977201264381053,-6.151006275034634e-06,0.11978453856099569,0.0002779258910939513,2.8970023647438865e-07,1.6871239805099264e-08,6.830834329884325e-05,3.8931751758090937e-07,0.0001049570420017659,-6.293400074345781e-06,2.6600002519458434e-08,2.112783127662539e-05,-7.1593269788508866e-06,0.00019323115962634055,-2.313261266134295e-05,0.00014162398314323675,0.029111173966067876,2.345092250171998e-05
2300,2.9713467479866295e-05,0.00029998181366137645,0.002907655751281612,1.8228950587902978e-05,1.1778859337973497,0.023444481963080334,3.2295546978855955e-05,1.1987985132071741,0.0006188340930339198,4.3897726087935275e-07,0.11983655350286533,0.0002768808608390552,2.873589250757674e-07,1.7646597898802264e-08,7.181663182465335e-05,3.903982697395591e-07,0.00010399263300342077,1.8252014184126823e-06,5.050000600959508e-08,2.313947209869235e-05,-1.6441306718853805e-06,0.00011071643291148567,4.946356886190463e-06,0.00022870817676261967,0.030361100043729876,1.7230958817330148e-05
2400,2.9711437412657165e-05,0.0002999811609281185,0.0029087805696312854,1.8588955020751e-05,1.1757918970921812,0.023753277266951933,2.201078383917706e-05,1.1992118687956292,0.0006362256611065116,-1.8653658303057773e-05,0.1199038629831595,0.0002764896536666786,2.886504620357274e-07,1.813087365689188e-08,7.432715348682249e-05,5.271540079505978e-07,0.00023730320427183492,7.171774567096663e-06,5.213502834049533e-08,2.412954585619954e-05,1.7351257483732516e-06,0.0002403202542544213,-4.095693235072317e-06,0.0002539834640710518,0.03162835928162504,6.8504463446084094e-06
2500,2.971050459188394e-05,0.00029998044144499545,0.0029038963046727874,1.963530173225745e-05,1.1748604540584129,0.024702516627586893,6.671476714546369e-05,1.1991653821758494,0.0005810568090058585,1.8813772727971505e-05,0.11982460801784765,0.00027557057499725553,2.8798249849357777e-07,1.9763919040234824e-08,7.708533599919377e-05,4.556898194808515e-07,0.00022363166075938377,-1.355602832916308e-06,5.441941350389619e-08,2.4352042917978822e-05,7.302862027133207e-07,0.000124106607324971,-1.3916717217168683e-06,0.00024206181363822408,0.03266942370537331,1.658118160792542e-05
2600,2.9711345192187277e-05,0.0002999800561400074,0.0028984038425493384,2.017823581508347e-05,1.1745801994480727,0.02690139823034956,7.119508771336351e-05,1.1988866726474015,0.00019158675610837566,1.4703320262011887e-05,0.11985043709379478,0.0002744264463322947,2.8762403114229205e-07,2.0537858961385128e-08,7.963889121839125e-05,5.401780222106e-07,0.00019102099744626672,3.323021828560682e-06,3.4967856344529824e-08,2.5793272117091998e-05,3.228062759570646e-06,0.0001169264192534363,1.1053462841289032e-05,0.0001331156927864262,0.033501924006508456,4.182880979707997e-06
2700,2.9711842410857235e-05,0.0002999794376226666,0.0028944822384945486,2.1179030498139084e-05,1.1729936524043478,0.027513247112114617,4.9456305125440954e-05,1.1992924797145121,0.0005384933275072376,-8.26571086801897e-06,0.1197592378463901,0.00027372755785643024,2.8672402480175284e-07,2.0909031347083353e-08,8.442888641364604e-05,4.539650659058127e-07,0.00021436114624530768,6.877704738735162e-06,5.7650488252863164e-08,2.757444563058262e-05,-6.098358107273786e-06,0.00014912740840889477,1.4085840443565162e-05,0.00017628240611455517,0.03422576095287969,-6.179951439927462e-06
2800,2.9715266539595617e-05,0.00029997790010032163,0.0028910533663233924,2.1652276379315927e-05,1.1719643933002675,0.028989774621098682,7.041534145519407e-05,1.1990729544461352,0.0003922042337924569,7.21200273350987e-06,0.11977899766280042,0.0002710737533383804,2.8492796419482454e-07,2.1744727433050587e-08,8.432448757927544e-05,5.20453599565498e-07,0.0002477083751348184,5.60718374358939e-06,6.106802631868564e-08,2.752057631000221e-05,1.9070292921034247e-07,0.0001664161096425231,-1.14106393049255e-05,0.00028289890440455067,0.035325224083999726,2.4157445443010984e-05
2900,2.9713763222251863e-05,0.00029997755332644645,0.002889430063412862,2.2448663401600688e-05,1.1702519790969257,0.02988946465180282,6.348041962542778e-05,1.1986027479213106,0.0007247284260003669,1.52995640318279e-05,0.11970586507202276,0.00027095407843931847,2.8691941480791254e-07,2.2559404883927218e-08,9.104734927745028e-05,5.666554210790112e-07,0.00015284000580774665,7.739808229733338e-06,6.098092987821489e-08,2.9256203127070325e-05,6.838234451633414e-06,0.00022479007603565484,8.128732180671414e-06,0.0002687004781088432,0.03731018290114293,1.8447655146580546e-05
3000,2.9715281633483718e-05,0.0002999763565401528,0.0028834940811286102,2.2696122392409044e-05,1.1686819979642067,0.030941553048290063,3.474940696763196e-05,1.1992550108133655,0.0007113610585189913,-1.755132452728011e-05,0.11983898509969336,0.0002689720988296785,2.872938153867122e-07,2.3411174317698652e-08,9.17542698388363e-05,6.279584930091897e-07,0.0002231851084834239,6.680888913308283e-06,5.761406374442526e-08,3.0404162716971264e-05,2.253124971711887e-06,0.0001900523310167525,2.375826030165227e-05,0.0002596834029952439,0.0385946113020414,1.6069060077694567e-05
3100,2.9714841024775e-05,0.0002999759548335096,0.0028785723441349,2.428327318521553e-05,1.1670212256974373,0.03238896967340344,4.776576896218868e-05,1.1989815289678307,0.0006449847843730029,1.863627105760354e-05,0.11978854557409617,0.00026908928409617586,2.851552622844765e-07,2.3638585552793154e-08,9.559373242108025e-05,6.352664463678427e-07,0.0002981106637894587,5.982678891808524e-06,7.208468372027967e-08,3.2223008610640886e-05,3.5147030180305518e-06,0.00023732418976376646,1.2829614988536013e-05,0.00028300772020348615,0.04034092851553835,3.365057468559736e-06
3200,2.9716765155628488e-05,0.00029997543415739316,0.0028737341655589626,2.5216840066495266e-05,1.165738400624995,0.0322475129556414,5.732973120116087e-05,1.198456735270867,0.00039039116690444,1.4474078917631436e-05,0.119781475287212,0.00026781629008732177,2.834123483518109e-07,2.43173567843466e-08,9.764321791782991e-05,6.257532145347395e-07,0.00023595838418404667,-1.033696327216823e-06,6.339642521416854e-08,3.324126531624139e-05,4.446340284224024e-06,0.00019095601160388546,-1.9656817725623735e-05,0.0001907588730016736,0.04033721679230388,-1.8144827359709787e-05
3300,2.9713706877156552e-05,0.0002999741881468315,0.002872196740294108,2.5800700754815073e-05,1.1645958195554866,0.03433455070027335,6.190987647195199e-05,1.198977938187685,0.00045479971186516527,-1.5243768566921885e-05,0.11973200364160348,0.0002657374397477095,2.849267950225832e-07,2.5629750173687466e-08,0.00010186149303256727,6.34578708139697e-07,0.00025935876774841796,6.343462547318726e-06,7.601993091890679e-08,3.315782240988316e-05,-2.1405117546350085e-06,0.00029037775977737413,2.015435018363209e-05,0.00022432977809889486,0.04331574331468367,-9.055268273421489e-06
3400,2.9717114402149074e-05,0.00029997364174175255,0.002869755763428716,2.6283559439797905e-05,1.1650341640406403,0.03558546759712133,5.310362339910219e-05,1.1988990718229109,0.00036952724567455955,-1.5611559069381247e-05,0.11976978474919056,0.0002651113566779317,2.8445728985557285e-07,2.6377692697273453e-08,0.00010213762200948616,6.094671764943168e-07,0.00020217429979035027,1.4254223409566978e-06,6.356114861649004e-08,3.442240330626747e-05,1.540790924919271e-06,0.00019781327508663663,-1.8990275955127028e-05,0.00026042819942455694,0.04285013641758803,2.2745028934997075e-05
3500,2.9714182397695377e-05,0.0002999732195825559,0.002865219109462662,2.7447794721410245e-05,1.1624137849243095,0.036365436579042176,8.632308763536025e-05,1.1983609220445781,0.0008093361642352588,-1.8221058492939808e-05,0.1196980433404826,0.0002634060428327161,2.8284782073070314e-07,2.744938604844572e-08,0.00010785353676358293,7.323248298854165e-07,0.00022993827872945294,4.756699020677243e-06,5.20913286739962e-08,3.6082731792969854e-05,4.033868592405835e-06,0.0003023253569878108,2.2985994042809062e-05,0.0003368834672954538,0.045340927631198236,-7.355216045890662e-06
3600,2.9714610258277905e-05,0.00029997258124209966,0.002858704324741009,2.7553579468046655e-05,1.1615479056782576,0.03660651093736331,9.115135378541769e-05,1.1988883913197577,0.00096439045384295,-3.417176711000945e-06,0.11967657133834836,0.00026230108088358693,2.8446176338586177e-07,2.807587829307041e-08,0.00011095501304455683,6.721576392038889e-07,0.0003489888811585209,5.045217275678785e-06,8.290145209107429e-08,3.651260892573324e-05,2.3162154196109777e-06,0.0002785427338492826,1.2427585078477476e-05,0.0003651684497226657,0.04694729360770068,-9.855727607834551e-06
3700,2.9716416376633786e-05,0.00029997145601366146,0.002858107298718906,2.8986318223764705e-05,1.1601318599528379,0.03797829092201129,7.559917534431123e-05,1.1985901625677766,0.0007491767960242276,-1.659843555087944e-05,0.11976347782930659,0.00026103739364628017,2.814770686079158e-07,2.8698705732385846e-08,0.00011206821541962157,7.615441654922765e-07,0.00023732554395706598,7.792996782279503e-06,6.960875633932367e-08,3.904673135162031e-05,-1.2377703185850185e-06,0.00028307237218408595,9.80842116682598e-07,0.00021194597975040988,0.04834410090898243,-1.9340511586114804e-05
3800,2.9718148648363444e-05,0.00029997025342696414,0.0028556934101119516,2.9649284211948176e-05,1.1588116042927235,0.039407618577983375,7.302311417842844e-05,1.1983236000241686,0.0005716203173096058,5.562096106948677e-07,0.11975636303859086,0.00025982979392499757,2.8272075350220256e-07,2.9507728240782083e-08,0.000116102513436595,8.713210792406319e-07,0.00036245621385289084,1.5878304877259678e-06,7.768645515547068e-08,3.999456522016695e-05,-6.574964963553409e-06,0.00033042483983912354,1.8048771298389026e-05,0.0003244967558215359,0.04855935707897966,1.739262976290606e-05
3900,2.9717048145091057e-05,0.0002999701054750887,0.0028524186253060402,2.9578459825297797e-05,1.157369778137622,0.041890819489891026,0.0001948757246664169,1.196040939443585,0.002080715764301674,0.00012459011180123363,0.11928561855545124,0.00025962419292496395,2.835511906733043e-07,2.994900937385046e-08,0.00011776165658123877,1.1755885439466689e-06,0.0006716185959793507,5.2503409194239916e-05,1.4672609508663047e-07,4.045226868542398e-05,3.889735099211566e-05,0.000767378184994011,0.00013542811094212072,0.000748809146592906,0.050039866425578686,0.0001678385895769509
4000,2.971749884781197e-05,0.00029996946816640595,0.002848264341389028,3.0320915478126393e-05,1.1550537831453949,0.04376259255402319,0.0003228664516520863,1.193481817930431,0.003735822852420717,0.00026220722336644045,0.11871667169239164,0.0002586731246838439,2.805436125992255e-07,3.042608427743033e-08,0.00011738177109676395,1.8722810766682182e-06,0.0011419636185941576,9.878075964270476e-05,2.4555057719427426e-07,4.073568358977237e-05,9.599380783590898e-05,0.00113764122250209,0.0002659760949327279,0.0014515175868543588,0.050199783119332306,0.0002934282533061691
4100,2.9717592063376916e-05,0.00029996942497409907,0.00284693450982316,3.076364851068748e-05,1.1536240225037226,0.0436508054076847,0.0004937524670936957,1.1900977709918488,0.0056069631304770514,0.0003623089707598296,0.11808594119933824,0.00025857570047106666,2.818727270604782e-07,3.128622419739923e-08,0.00012276747083607664,2.3512452848040515e-06,0.0016823541199769971,0.00015230360492777932,3.294761706576079e-07,4.174118787707445e-05,0.0001502853324475681,0.0017617975856438403,0.00042642434917514795,0.0018923020336343106,0.05147195745470602,0.0004765697667214331
4200,2.9718256447237475e-05,0.0002999685173828176,0.0028444053614755734,3.138181472697158e-05,1.149841525491937,0.046160819431324544,0.0006475475402469877,1.1874738344282922,0.007215741890129096,0.0004791139355536738,0.11764237983816657,0.0002568088308708695,2.8163906085173314e-07,3.197019742512104e-08,0.00012301967423915746,2.7891142765726136e-06,0.002235655626685387,0.0001945672320389629,4.038560994986643e-07,4.222185342521954e-05,0.00020544885465212858,0.002117852711685028,0.0005861625255509472,0.002561679411879984,0.05200649281615686,0.0006567699231347127
4300,2.9717497450481598e-05,0.00029996834101369847,0.0028412814155004663,3.1739911588195136e-05,1.1486154715406622,0.04808011436262686,0.0007865032856915299,1.184846450260636,0.009257213420105137,0.0006333134414407357,0.11706649463519334,0.0002555749611440105,2.7996358689527074e-07,3.191439071708969e-08,0.00012448469412183218,3.3508307048819495e-06,0.002612524957773749,0.00025501793033018985,5.022693241530772e-07,4.3320516469072254e-05,0.00024898019888629946,0.0027180508124068424,0.0007541268405593402,0.0029883923293276865,0.05241466107887166,0.0008152075095337121
4400,2.9719999552551813e-05,0.00029996735042066313,0.002836603798304701,3.296560731199544e-05,1.1455926117724136,0.04997626314182331,0.000901337488499361,1.1812832884429987,0.010746969061044245,0.0007561391769488929,0.11661601303501117,0.00025526090695637187,2.801296211994445e-07,3.263354399024634e-08,0.00012486691127700203,3.9054982759351e-06,0.0031665216805834397,0.00029697504223358154,5.861254000617726e-07,4.469269185654848e-05,0.00029762161579114526,0.0031061114385353868,0.0008626463235910046,0.0036306071421750496,0.05348476684637332,0.0009629724658857286
4500,2.971941351764309e-05,0.00029996720563937244,0.0028358352739193083,3.341205920732999e-05,1.1434702097290013,0.05140182080910997,0.0010431125583464766,1.1788450462703859,0.012620575469574923,0.0008777745321730935,0.1161082028197201,0.0002547074684193223,2.7907326160413825e-07,3.3382157325512897e-08,0.00012554616513471643,4.553169759443537e-06,0.0036881435019912707,0.0003504894388668727,6.779719897304467e-07,4.436539646488174e-05,0.00034886486684649996,0.003543062638020582,0.001008490367043519,0.004249488977627998,0.05575006515630318,0.0011284310803836269
4600,2.971926812334881e-05,0.00029996592685282194,0.002831582124165004,3.4236381429191064e-05,1.1411107939750513,0.05311633862370902,0.00122467079026217,1.1753516981379495,0.014258736120111042,0.001011140103606996,0.11545322258143101,0.00025313180786115517,2.8121758478349383e-07,3.3390568777461544e-08,0.0001295325252103509,5.083679086169402e-06,0.00404978718123726,0.000403272770348106,7.725466610225278e-07,4.617454227720712e-05,0.0004051968396811705,0.004119344419578817,0.0011879323772546735,0.004726017409995107,0.05605375858386028,0.001320919175265956
4700,2.971953948300894e-05,0.0002999653872159555,0.0028311635321012375,3.468856776244068e-05,1.1384799439165103,0.0548864786592059,0.0013294435348326183,1.1725165970748321,0.015756422442152414,0.0011508295956155045,0.11506613304818547,0.0002535344679036276,2.7978647850866444e-07,3.4520832790090636e-08,0.00012919092913212386,5.55657034783257e-06,0.004637440163037343,0.0004546323282886398,8.699494375981846e-07,4.613224636131232e-05,0.00045109490693019205,0.004492273280571421,0.0013100055087946333,0.005330482694769763,0.05718547666035883,0.001454772330549791
4800,2.9720487785242394e-05,0.0002999649514708958,0.0028293677305154656,3.5013764851888155e-05,1.1371033761031253,0.05666681502273514,0.0014727063533576856,1.1695243905840602,0.017472577281973066,0.0012828904144110503,0.1144171983652552,0.0002525349373506059,2.807533699101726e-07,3.430505446789773e-08,0.00013283683554097422,6.04870196019008e-06,0.005052976027368649,0.0005063220046865772,9.388499196348789e-07,4.759378209607974e-05,0.0005124316473419825,0.0049845327783152255,0.0014924108889780956,0.0059271130210724774,0.056593941364954485,0.0016439862994204234
