milliseconds,Susceptible,Infected,Diagnosed,Ailing,Recognized,Threatened,Healed,Extinct
1400,0.9999939673344952,3.837254295935296e-06,9.42178642815658e-07,4.5985313245345915e-07,3.0392443500322966e-07,7.360895607284638e-09,1.9576151414595594e-07,1.4599105785156477e-10
1500,0.9999941455958687,3.9492638068776174e-06,1.0004032814307206e-06,5.201825717679802e-07,2.3105358051837316e-07,1.741329914409727e-08,2.5687744376254347e-07,9.379373269439343e-11
1600,0.9999932408427421,4.027170237292459e-06,1.225599680557949e-06,6.209798353822202e-07,4.139546894850701e-07,1.364045013743334e-08,2.938117551454789e-07,1.4353204941912555e-10
1700,0.9999939898143148,4.164490706354055e-06,1.2566429811406866e-06,5.472055021440216e-07,4.253450372747943e-07,1.6470675004844924e-08,2.2439819251545703e-07,4.4001307571837255e-11
1800,0.9999931021777637,4.1455822531288935e-06,1.2386549105790406e-06,5.68709362966764e-07,4.567588238993683e-07,2.0732431256218048e-08,3.407792636459491e-07,5.029958983343362e-11
1900,0.9999930311348123,4.178595940299548e-06,1.3692875279107973e-06,6.755568844675025e-07,5.17162737319732e-07,2.183709951454839e-08,3.210750047950824e-07,1.6570449289185643e-10
2000,0.9999930273052626,4.009954775239282e-06,1.4345044416301346e-06,7.077137455187258e-07,4.293164073867564e-07,1.6759516586702715e-08,2.814108577741403e-07,1.8355757569691728e-10
2100,0.9999923575655593,4.137116293988481e-06,1.2717707618254567e-06,6.338718598584615e-07,6.064107900200295e-07,3.041967986107354e-08,3.462000277199686e-07,2.0232619359821196e-10
2200,0.9999923540865311,4.354685905358093e-06,1.382310603247031e-06,6.463555392030116e-07,5.842579550083154e-07,2.1489373984739426e-08,3.377747096426306e-07,1.7285809173307887e-10
2300,0.9999920093807385,4.592893628111209e-06,1.4453513252958647e-06,8.068309691256962e-07,5.623667903284047e-07,3.758098165277985e-08,3.888038327932877e-07,2.33393471381406e-10
2400,0.9999924442254116,4.3633899586366145e-06,1.5068267344354373e-06,7.429489970269448e-07,7.560442510984861e-07,3.500370897164489e-08,4.3854785012827854e-07,3.08884152057018e-10
2500,0.9999920341699449,4.503503186230993e-06,1.6245073178692598e-06,7.489503515410102e-07,7.135067625087146e-07,4.275201090774341e-08,4.6789612769867955e-07,3.414629775175824e-10
2600,0.9999911284047387,4.868466444406743e-06,1.5394896319056839e-06,8.825359967075324e-07,6.835076363743211e-07,4.549743201329678e-08,4.154720598067227e-07,3.9655567997985237e-10
2700,0.999990899259598,4.531982816483358e-06,1.584946734584861e-06,8.646407153994141e-07,7.217389257996306e-07,4.972661071277661e-08,5.289350824914355e-07,2.99553244522185e-10
2800,0.9999915609324085,4.492283192750547e-06,1.8469089330839536e-06,8.762068115581731e-07,9.143424272234268e-07,4.275676815998949e-08,5.280152060100486e-07,4.96137474339682e-10
2900,0.9999910397630066,4.93224572448525e-06,1.9352815501092246e-06,8.908864582448422e-07,9.084438463301316e-07,5.144325061314454e-08,5.458197467075668e-07,4.731068646386669e-10
3000,0.9999904259709723,4.86627885454668e-06,1.8893236842982407e-06,9.382867654175422e-07,9.589651259244332e-07,4.805451718535646e-08,5.207047967978346e-07,5.067111347397182e-10
3100,0.999990286583266,5.237420543179858e-06,1.932716259346575e-06,9.889914651607751e-07,9.353934512639772e-07,5.9310667980106486e-08,6.441688470538904e-07,5.046608205188663e-10
3200,0.9999905241011637,5.262420744600749e-06,2.082364699891376e-06,8.960448740677064e-07,1.0820981659786775e-06,5.8362001565456816e-08,6.481563195445692e-07,6.392589893264288e-10
3300,0.9999900700085644,4.9047989922341536e-06,2.0049275757498213e-06,9.626033860659569e-07,1.1281689492811785e-06,7.300594007587808e-08,6.510151438531371e-07,7.481052637062995e-10
3400,0.9999896659621044,5.468587068382204e-06,2.110618483999153e-06,9.85330392245202e-07,1.1498712333775824e-06,6.850598061940069e-08,6.28446504598326e-07,7.741247257236463e-10
3500,0.9999901222603439,5.4546838232120495e-06,2.182777882672271e-06,1.0374963141146063e-06,1.240603631518645e-06,7.005035244695155e-08,7.456119373725071e-07,8.471200807110429e-10
3600,0.9999892255788458,5.6163537867433095e-06,2.0929436650928698e-06,1.0064794768595768e-06,1.3492120116387568e-06,8.040757225569607e-08,7.445344945618555e-07,8.466540223337436e-10
3700,0.9999894008205024,5.582274650373776e-06,2.3833550267368382e-06,1.1476004972235725e-06,1.3599211982892125e-06,9.133483104697062e-08,7.546493742942445e-07,1.0013254635468594e-09
3800,0.999989044543674,5.671426190517429e-06,2.2226109579168246e-06,1.083526157346578e-06,1.4409722935388142e-06,9.051117189047463e-08,7.688274062593246e-07,1.1931304178033907e-09
3900,0.9999882497232218,5.634271297302229e-06,2.4811016210029266e-06,1.127699394947118e-06,1.4860272007350482e-06,9.186201567894124e-08,7.907873286949568e-07,1.1243588870896509e-09
4000,0.9999887364457438,5.429328345057598e-06,2.443221393385871e-06,1.1999666608928838e-06,1.6192598670146504e-06,9.697535272696083e-08,8.369726291829042e-07,1.3227680608422566e-09
4100,0.9999873607392199,6.073506680946865e-06,2.3619525031056383e-06,1.137309613604677e-06,1.5558262421071805e-06,1.099341799292316e-07,9.074939449100719e-07,1.360721156251536e-09
4200,0.9999873565000379,5.979463490812193e-06,2.591745055681694e-06,1.2055061169673738e-06,1.6283240958384248e-06,1.1090799513249975e-07,8.867467777430769e-07,1.546642784530762e-09
4300,0.9999874704145002,5.663489974541785e-06,2.6151069708449927e-06,1.264690191782086e-06,1.6962581606630837e-06,1.2185820038429833e-07,9.65197985310811e-07,1.5543465827138141e-09
4400,0.9999871941235482,5.894562729814759e-06,2.6770235163609696e-06,1.2656039048528048e-06,1.7578052528300808e-06,1.2745150500621624e-07,1.021617875683575e-06,1.8425777856846442e-09
4500,0.9999870354493916,5.853868681906942e-06,2.7790150384699725e-06,1.2771943148605246e-06,1.8236190186859327e-06,1.3334358710889875e-07,1.0637234902577076e-06,1.8504786312882814e-09
4600,0.999986224072953,6.1421598357461085e-06,2.925325423079102e-06,1.2749894082297297e-06,1.9966405433151584e-06,1.372807021866726e-07,1.0646158185093147e-06,1.9645771941182927e-09
4700,0.9999862747906053,6.632691557083087e-06,2.971400753109011e-06,1.382185952582893e-06,2.1060146575890567e-06,1.4586645608754967e-07,1.1406191904571668e-06,2.1892597687493393e-09
4800,0.9999853285240508,6.278192730848407e-06,2.8331549631963618e-06,1.3178558308275702e-06,2.1612698039795667e-06,1.6408769378750218e-07,1.1436761068371151e-06,2.2644592062746923e-09
4900,0.9999851972333081,6.514897227493007e-06,3.0384116643884205e-06,1.3133291831152732e-06,2.2953299843825033e-06,1.67645088939315e-07,1.1604050344383757e-06,2.4506023982658176e-09
5000,0.9999855043470043,6.4889960043359675e-06,3.0506943138937505e-06,1.4324163049133108e-06,2.331831069756817e-06,1.6977698657830598e-07,1.214500676584755e-06,2.616855605964728e-09
