milliseconds,Susceptible,Infected,Diagnosed,Ailing,Recognized,Threatened,Healed,Extinct
1700,0.9999938290671644,4.1293775907033355e-06,1.1591959302062594e-06,6.056304882908954e-07,3.208804605395842e-07,1.2214650355271907e-08,2.927277095961867e-07,1.2869483182090366e-10
1800,0.9999930183221075,4.096033275074775e-06,1.321027393255767e-06,6.365053423546015e-07,3.837147428197738e-07,2.2669572275061485e-08,2.727643516819846e-07,6.898710766786352e-11
1900,0.9999933941766597,4.196823856328868e-06,1.3251413728832482e-06,6.687296935119852e-07,5.20026976587849e-07,2.038770609706213e-08,3.3146989446129894e-07,6.819011519662145e-11
2000,0.9999929416161589,4.152708227868168e-06,1.3789127939598956e-06,6.351249222657161e-07,4.954765085077565e-07,2.765485680919261e-08,2.97737161132905e-07,1.6250235636950044e-10
2100,0.9999924953769133,4.291685377281931e-06,1.3443449638903885e-06,7.218212470921299e-07,5.660331888221306e-07,2.9210170342520066e-08,3.5734322148092565e-07,1.6436938574350803e-10
2200,0.9999922793948814,4.454631270692903e-06,1.5171484123713883e-06,6.753686236857394e-07,6.193454101056278e-07,2.6778090301925052e-08,3.46970112340267e-07,2.386647675766632e-10
2300,0.9999924348162745,4.508859113731563e-06,1.4739061186643774e-06,7.189099573580511e-07,6.522098248056052e-07,2.9945227821451815e-08,3.6306507559300555e-07,2.120608143792797e-10
2400,0.9999923201979161,4.542611655280881e-06,1.516094209892915e-06,7.356314216001243e-07,6.160683316528192e-07,3.3835456942921945e-08,3.834116996130314e-07,2.5585638267542076e-10
2500,0.9999919078829833,4.557852963460885e-06,1.6747860622403031e-06,7.579143559467377e-07,6.403603138465755e-07,3.59262084593453e-08,4.5843143712269715e-07,3.2642795590490686e-10
2600,0.9999919280597961,4.5686080934857245e-06,1.7313692542233055e-06,8.267297987804435e-07,8.007751079812006e-07,3.541905308102175e-08,4.906556284784877e-07,4.1682386362991326e-10
2700,0.9999916726721275,4.746856266097616e-06,1.6338770691812933e-06,8.46092286402748e-07,8.591922969738882e-07,3.8551030135183244e-08,5.008932729185416e-07,3.383243669960796e-10
2800,0.9999913498450108,4.830054430417081e-06,1.7011673405547812e-06,8.492954401358445e-07,8.930403381040858e-07,4.5639915712151765e-08,5.062259286012752e-07,4.065528549002716e-10
2900,0.9999910443155762,4.780817709609467e-06,1.8708710042049945e-06,8.786858871481515e-07,8.638611226925687e-07,4.866959560093564e-08,5.304223607739789e-07,4.367127816296768e-10
3000,0.9999909735411552,4.850361757206604e-06,1.8613517209411992e-06,9.21774065874356e-07,9.447500987615046e-07,5.620688846478466e-08,5.852780191977874e-07,5.999363080359462e-10
3100,0.999990472005308,5.052182621170643e-06,1.9203019535619655e-06,9.523531008568138e-07,9.406567741812223e-07,6.096576097288811e-08,6.103150582458368e-07,5.389570923672494e-10
3200,0.9999902373983534,5.103010995673729e-06,1.8993566295379602e-06,9.310207305839247e-07,1.0611740117751348e-06,6.389556760163e-08,6.177477576564584e-07,6.515710891525952e-10
3300,0.9999901357272963,5.167963766990218e-06,2.0360173232684293e-06,1.0086745989751005e-06,1.074257579919295e-06,6.477581094505923e-08,6.293533896845975e-07,7.297262390923667e-10
3400,0.9999900215475773,5.269192127604214e-06,2.121932654403662e-06,9.873904526685645e-07,1.1300811718468512e-06,7.542159415078468e-08,6.663809323981533e-07,8.250937552807385e-10
3500,0.9999895674620064,5.330444994925303e-06,2.127833182559575e-06,1.0690103524503265e-06,1.2655368638565593e-06,7.428648352733172e-08,7.018112215561627e-07,9.170705557548208e-10
3600,0.9999892052695741,5.454822026838327e-06,2.194952701655211e-06,1.0933460331867045e-06,1.3648128476164229e-06,8.624833495232212e-08,7.210954744654726e-07,9.303875373500476e-10
3700,0.9999888083178368,5.355322851275106e-06,2.234774125373157e-06,1.0493713400906328e-06,1.3360850349437244e-06,8.799716929030799e-08,7.596634527941053e-07,9.648425199087996e-10
3800,0.9999889332603633,5.581512367857664e-06,2.2493971057295016e-06,1.0673123721737056e-06,1.4442396633383287e-06,8.898412132164865e-08,8.159007603011087e-07,1.1520240475162398e-09
3900,0.9999883985323531,5.62908438331403e-06,2.3663930379077813e-06,1.1643061995773848e-06,1.4281794605941514e-06,9.449472511423564e-08,8.07888912839977e-07,1.2502710935341215e-09
4000,0.9999880689545078,5.739501741356549e-06,2.3910187827435905e-06,1.1911867056066254e-06,1.5994281404626514e-06,1.0149353273966887e-07,8.781459064540354e-07,1.2944238300860403e-09
4100,0.9999880221005558,5.8699996501423845e-06,2.4525153991794557e-06,1.16592517819928e-06,1.5569501873944767e-06,1.1061565680445043e-07,8.745686002149364e-07,1.3541403435671096e-09
4200,0.9999879571423649,5.778875134718857e-06,2.61672939028483e-06,1.2245774519416878e-06,1.6519934407974323e-06,1.155803266949925e-07,9.455618967690664e-07,1.5524637985207554e-09
4300,0.9999874225353818,5.930391366511978e-06,2.6628706035228634e-06,1.2411065427453963e-06,1.7105493079008348e-06,1.173430131751242e-07,9.807683157264205e-07,1.6486419350489392e-09
4400,0.9999871597551844,6.023198587210742e-06,2.7150341922167496e-06,1.246464643601219e-06,1.8889852723949276e-06,1.327491897633211e-07,1.0286992162726774e-06,1.7421380330221243e-09
4500,0.9999869787624831,6.191504798035323e-06,2.696394202855012e-06,1.2907416178540477e-06,1.846967203666459e-06,1.3567213348854672e-07,1.003081333186387e-06,1.914359812116521e-09
4600,0.9999867133818438,6.240009600225014e-06,2.804841354089646e-06,1.2634050513128953e-06,1.916943556920968e-06,1.4412547469896518e-07,1.0980583526528687e-06,1.9659661915404222e-09
4700,0.9999861153999121,6.44133333618883e-06,2.8607805293297662e-06,1.3332527810687642e-06,2.1159619052615895e-06,1.472699573168499e-07,1.1182273286069855e-06,2.2499250962215663e-09
4800,0.9999859540767202,6.503707876602894e-06,2.909305216477415e-06,1.3671789145159182e-06,2.0795599148431337e-06,1.609242224574907e-07,1.163209153923616e-06,2.2666529654805672e-09
4900,0.9999852542228572,6.627712158797469e-06,2.972274761889297e-06,1.4049241198008544e-06,2.2556037617736016e-06,1.6777747678884211e-07,1.1679685481514877e-06,2.56573064555586e-09
5000,0.9999852343950085,6.65590352780499e-06,2.9981807146447666e-06,1.4223909978814127e-06,2.2856080473978106e-06,1.6996749528541545e-07,1.190509306702227e-06,2.7113670896700968e-09
