milliseconds,Susceptible,Infected,Diagnosed,Ailing,Recognized,Threatened,Healed,Extinct
3100,0.9999906209661301,4.929101976982909e-06,1.8751014144753444e-06,9.042983845755644e-07,1.0436371692820803e-06,6.194409937910598e-08,5.917644270959976e-07,6.137363317994639e-10
3200,0.9999904370670593,5.122028605421189e-06,1.9939250460293168e-06,9.595526287323402e-07,1.0416157204459984e-06,6.451564486581717e-08,6.346572629534656e-07,7.04295619294777e-10
3300,0.9999898830670554,5.049086623520597e-06,1.9742776976721145e-06,9.91835216755383e-07,1.0938816416458184e-06,6.720881490991586e-08,6.43462043731637e-07,6.382866210073394e-10
3400,0.999989625906171,5.28900056575171e-06,2.08893466201671e-06,1.0323726014835566e-06,1.1726284991748987e-06,7.522672116149061e-08,7.077105132353785e-07,8.115962656998827e-10
3500,0.9999896431547682,5.2690867567897675e-06,2.088016695149166e-06,1.0077043827728211e-06,1.2241874347794541e-06,8.112012099912718e-08,7.294767277750822e-07,8.169913654005456e-10
3600,0.9999894043683755,5.354690013831844e-06,2.2676049043152954e-06,1.0796333809469974e-06,1.2832501269441294e-06,8.451489935027462e-08,7.662910065229285e-07,9.666906134098394e-10
3700,0.9999888704862275,5.498193217626057e-06,2.304781050220708e-06,1.1112795594247787e-06,1.3895718659758232e-06,8.235567288711416e-08,7.663222929843578e-07,1.0916865147073061e-09
3800,0.9999885532786302,5.589324818395468e-06,2.3174604485160996e-06,1.1426579622030796e-06,1.4752260314975886e-06,8.755278324102549e-08,8.037021038113974e-07,1.0810284386024908e-09
3900,0.999988589043262,5.646606248760985e-06,2.327524074684023e-06,1.106145513082659e-06,1.4582630371403861e-06,9.518556180118144e-08,8.242848996626319e-07,1.249098145776766e-09
4000,0.9999885307385915,5.618158642128743e-06,2.4169115558199645e-06,1.1321011850752772e-06,1.5074291573317165e-06,1.0447230101748206e-07,8.534248741991464e-07,1.3200621866035233e-09
4100,0.9999877416390118,5.700896755485371e-06,2.4178292290873994e-06,1.1434284166004833e-06,1.6293536390969597e-06,1.1013378114725771e-07,9.270035063715414e-07,1.4643584099570477e-09
4200,0.9999875580441435,5.881020978935438e-06,2.5291802004901572e-06,1.2280165573567154e-06,1.6386791596350572e-06,1.205264267028656e-07,9.094638357798092e-07,1.5720066954173665e-09
4300,0.9999870577945148,5.934252308504923e-06,2.6293763248671532e-06,1.2044871201728004e-06,1.7168550878415807e-06,1.1967581609255732e-07,9.57875304090552e-07,1.6604146885622539e-09
4400,0.9999871428918188,6.037612905717402e-06,2.6511789648111027e-06,1.2682094059590322e-06,1.8651743483992294e-06,1.282272428194206e-07,9.686699242855017e-07,1.8307429624607293e-09
4500,0.9999866100056809,6.10052527336033e-06,2.7245763204030846e-06,1.2877192315545257e-06,1.9283796584497437e-06,1.3293591282474827e-07,1.042100597010747e-06,1.9407844713397566e-09
4600,0.9999862923228215,6.191962801461989e-06,2.8275463901234347e-06,1.2908608447961344e-06,1.9069929362242072e-06,1.4602361277572009e-07,1.031212428850233e-06,2.0574630094954976e-09
4700,0.9999860305138495,6.445557634294521e-06,2.8995007288072377e-06,1.3212963207898694e-06,2.066013395658565e-06,1.4962715621205497e-07,1.0972593814626469e-06,2.143392999297178e-09
4800,0.9999860799001233,6.4744671557000736e-06,2.8859667125362044e-06,1.3749638882357937e-06,2.1120136228610305e-06,1.6147772392608633e-07,1.1256727868787573e-06,2.2905819836866376e-09
4900,0.9999856869894181,6.465137471871089e-06,3.0176750017417643e-06,1.3488837093026737e-06,2.2067214229998012e-06,1.6208869165265774e-07,1.1654011916636044e-06,2.4980137832282283e-09
5000,0.9999851664551118,6.643996015406269e-06,3.0971327239218283e-06,1.4139480258749697e-06,2.3119158119922272e-06,1.7175644636117484e-07,1.1995103766050346e-06,2.6984636241988732e-09
