miliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
1000,8.866190329880201e-08,1.0515043756980818e-09,2.8661806086262736e-09,3.289340949224284e-10,1.6766006669381624e-07,1.0670484677684772e-09,1.232846674777011e-09,3.037813767227421e-14,-2.448910102416926e-14,1.9723181584008662e-08,3.30585238530755e-10,7.02092064386646e-10,4.3009684575624195e-12,2.0692734539735976e-12,1.4003699045602683e-06,-2.4833076602181536e-11,-4.651724194726969e-12,5.49889305377176e-10,-6.797187059007068e-16
1100,8.861421362914866e-08,1.0523155067771393e-09,2.8890023221553554e-09,3.544028096144703e-10,1.6751859612328495e-07,1.0731446813504561e-09,1.2871119417588071e-09,3.5764203207201825e-14,2.0057260214139814e-14,1.9853765649204467e-08,4.2762175988161427e-10,6.968413118265062e-10,2.977706652636051e-12,6.058724138383757e-12,1.4009559763691242e-06,-1.0924870241452583e-11,-5.493150021222464e-12,6.135568756189151e-10,1.5883750775482852e-17
1200,8.859852604005304e-08,1.0495038250202286e-09,2.8856042546566924e-09,3.817701616549618e-10,1.6754932642421552e-07,1.0733701010959575e-09,1.4629190908326208e-09,-4.617312252499081e-15,-1.4356274994398873e-14,1.9480946746272175e-08,2.0498436488318525e-10,6.981430450370248e-10,1.0842530408408538e-11,4.456059345983281e-13,1.3990596836209163e-06,-2.0218932558700378e-11,-9.754243819739673e-12,9.959125666767296e-11,4.3167803916465014e-16
1300,8.85184616053956e-08,1.0565322223283948e-09,2.893723911313956e-09,4.213382536590508e-10,1.6733301701170111e-07,1.0675449157218198e-09,1.5331676140936392e-09,1.6828782211404304e-14,2.675043618477013e-14,1.9508508741298203e-08,3.7901898489259187e-10,6.984785255680283e-10,1.4536094434032634e-11,-6.611050589038285e-13,1.3988970556132407e-06,-1.084700655662378e-11,7.889794550546292e-12,8.971309380199615e-10,1.6175440333926915e-16
1400,8.85141622712655e-08,1.046231571606889e-09,2.889296668778509e-09,4.5329544339160603e-10,1.67249367865502e-07,1.0688776380390732e-09,1.6889459662964974e-09,2.2280355742098935e-14,2.1898907170384926e-14,1.960485893502931e-08,4.529518553416145e-10,6.873946992937763e-10,8.707356204370433e-12,4.2785976583724324e-13,1.3995434518269996e-06,3.549928528533166e-11,-6.10104169514372e-13,-6.310115361597097e-10,-7.988350877228996e-16
1500,8.84615845033788e-08,1.0460391602989561e-09,2.895788390454821e-09,4.782961142446626e-10,1.6702685126016076e-07,1.0615782150333827e-09,1.837755075213733e-09,1.0048441426818433e-14,-3.9050203419714514e-15,1.9415454991923698e-08,5.923193004073067e-10,6.968250996986161e-10,1.1246321207344924e-11,6.0096315505014696e-12,1.4004502969450206e-06,3.267891429399371e-11,-2.1387181753477577e-13,1.0329464650847216e-09,-6.679462388931698e-16
1600,8.84657644128981e-08,1.0431524988864222e-09,2.879726057165257e-09,5.190734816923495e-10,1.6701973639341225e-07,1.06254317624845e-09,1.893002167945563e-09,3.93725706202298e-14,4.6683742517904594e-14,1.9457505695042916e-08,6.350583908551918e-10,6.823523531509668e-10,5.728518246989979e-12,6.576241829051834e-12,1.3990995082748353e-06,2.7413566202619102e-11,6.208997509689111e-12,1.0755239194502141e-09,7.409244851316619e-16
1700,8.840864763633653e-08,1.0433701457516568e-09,2.8968669690195954e-09,5.585710992378364e-10,1.6694306355395283e-07,1.070029760817906e-09,1.99097621329691e-09,3.866814598006226e-15,7.93732996060801e-14,1.9070209073088122e-08,5.393152998551047e-10,6.795497094589708e-10,8.708521212833844e-12,-4.7958784744294815e-12,1.3997527033150338e-06,3.046234773350459e-11,2.9196404681005137e-12,9.249690729489977e-10,6.937778439946879e-16
1800,8.837368491010444e-08,1.0553535679490277e-09,2.8950248013062246e-09,5.766658141930854e-10,1.6673990234131818e-07,1.072922112422249e-09,2.142904071027823e-09,2.899343526773758e-14,4.4190095712862665e-14,1.9094297060014022e-08,7.726792306267438e-10,6.778948205532737e-10,8.58733588439422e-12,2.709351713731291e-12,1.4003549187461733e-06,1.1020204886297003e-11,4.1046183440908544e-11,1.25568833307996e-09,7.3649021503071945e-16
1900,8.832319690801443e-08,1.0552282114736425e-09,2.8778588880542512e-09,6.01320338210218e-10,1.666516340473876e-07,1.063547743310254e-09,2.2891022439107076e-09,4.251473478036433e-14,6.023719052129695e-14,1.9196456321634267e-08,1.0002449741863663e-09,6.788450204410513e-10,1.668056464366833e-11,-2.8810350741913034e-13,1.3993085395467914e-06,6.121872133747121e-11,3.745450678493184e-11,-3.130378899944497e-10,-2.701271530904274e-17
2000,8.829083732194246e-08,1.049738405554628e-09,2.8910059741558666e-09,6.246592685496867e-10,1.665580503471205e-07,1.0649917676755367e-09,2.3649892526359193e-09,3.7204004483399e-14,3.042810837283066e-15,1.877162049914587e-08,1.088471459005933e-09,6.835002402079455e-10,1.5775135397775517e-11,-1.7499442037142782e-12,1.3996693156694475e-06,3.203590277520279e-11,5.476341620241911e-11,1.192643901626796e-09,-5.5403717436920606e-17
2100,8.829454121223186e-08,1.0420021227648366e-09,2.9012139223975423e-09,6.888111687475676e-10,1.663036427232345e-07,1.0643161677258098e-09,2.4237753223931765e-09,1.0438194822827644e-14,4.0206545626069925e-14,1.8868749068286183e-08,9.627020876111913e-10,6.71383914943679e-10,2.7171525634833464e-11,3.2988897683631557e-12,1.3980415363316923e-06,9.100168666033687e-11,3.7279782319353234e-11,7.29165100300564e-10,-9.114169693771922e-16
2200,8.821783978010398e-08,1.0558510264306127e-09,2.890186895671225e-09,7.241844733986946e-10,1.6624327686860405e-07,1.0595880713114406e-09,2.5907395628828975e-09,3.5859321085591005e-15,3.319311501596061e-15,1.873392553643598e-08,1.098543184235037e-09,6.79620926062022e-10,1.919245709916601e-11,5.204982820629633e-12,1.3981678634855655e-06,8.526906618238399e-11,4.578710105307159e-11,5.882643466149033e-10,-1.5933531197907868e-15
2300,8.822736548813296e-08,1.0491778603561059e-09,2.8817624392691147e-09,7.600678341890474e-10,1.6619212150610168e-07,1.0568545775175094e-09,2.658807202907311e-09,6.853234956595924e-14,3.331076680728758e-14,1.8431279228857203e-08,1.4186474607953754e-09,6.664857312634389e-10,3.615922509991892e-11,-5.019116548281638e-12,1.3976604286510126e-06,1.211400806494419e-10,8.290877037556805e-11,9.622856868196386e-10,-1.7886729250663292e-16
2400,8.8182283742247e-08,1.0464556127375602e-09,2.8942554038223115e-09,8.017124011622419e-10,1.659062787801399e-07,1.0609273283290264e-09,2.719162433268695e-09,5.546803400512189e-14,1.425989264899111e-13,1.827156308977529e-08,1.3090112137504305e-09,6.718225799152567e-10,3.633617030697396e-11,-5.261104334691423e-12,1.397772415760573e-06,1.1891436716194162e-10,8.393192621016509e-11,2.0444479234301134e-09,-5.408984670737433e-16
2500,8.812302966841523e-08,1.0410206897460458e-09,2.8793890943797553e-09,7.868947469268918e-10,1.6578528128965643e-07,1.064385180877705e-09,2.776098137253245e-09,7.633104138483757e-14,9.084972512796059e-14,1.833249900002452e-08,1.520283863757315e-09,6.578703019016034e-10,3.474574972239812e-11,6.543379482472545e-12,1.397372494980054e-06,1.4774680249033404e-10,1.0316447857843512e-10,2.1526302866559992e-09,-4.79575027367283e-16
2600,8.808376996155801e-08,1.0437684013075167e-09,2.8938010406985633e-09,8.385335457979986e-10,1.6577166584704312e-07,1.0589389539752807e-09,2.942291453015266e-09,7.234019249774374e-14,1.303604498704926e-13,1.789868070751501e-08,1.6417893518620793e-09,6.528290401836698e-10,4.5718878307076214e-11,5.29758376580694e-12,1.397609243858631e-06,1.6376089741280594e-10,1.1450596699143971e-10,3.3372135253166726e-09,-1.0467654398501025e-15
2700,8.806846897042812e-08,1.042797927357036e-09,2.9059424283158883e-09,8.87735650218862e-10,1.6570346758754974e-07,1.0639985118831288e-09,2.9803931523976927e-09,6.485346707083018e-14,1.0564314262932291e-13,1.7745082375017734e-08,1.9908216584146053e-09,6.514384588880612e-10,4.864139044809775e-11,-1.1359501191920542e-12,1.39645205210764e-06,2.090793527094799e-10,1.364240183518073e-10,4.140651688476981e-09,-1.7496966982414837e-15
2800,8.803168959052269e-08,1.0518460726945445e-09,2.8903652840119483e-09,9.069210392908197e-10,1.6550682815020667e-07,1.0564555420863237e-09,3.0729429235022448e-09,1.4418706794216765e-13,1.555645848539339e-13,1.7381767125888318e-08,2.224219578246177e-09,6.485651766443958e-10,5.5438132594527644e-11,3.927586330414159e-12,1.3953031894685363e-06,2.166453473111534e-10,1.614863027681816e-10,4.099859519746996e-09,-2.0341708344745693e-15
2900,8.802807623660782e-08,1.0419435718684738e-09,2.9069328732614836e-09,9.716245997754629e-10,1.6542510492727846e-07,1.061776185421146e-09,3.070091359473968e-09,1.2934396053704174e-13,2.5595925939294627e-13,1.7429549425292986e-08,2.3141659180185514e-09,6.409093163301405e-10,6.77499453674533e-11,4.43017629031297e-12,1.395491194648308e-06,2.523504869116329e-10,1.9903815720496632e-10,5.548472202147309e-09,-3.518674449042822e-15
3000,8.797280292033891e-08,1.0450533189031791e-09,2.881972183104233e-09,9.668341106506052e-10,1.653599843527375e-07,1.0548272833430662e-09,3.146998823129901e-09,1.3552948404352901e-13,2.73663233285092e-13,1.6908585465199315e-08,2.6032841843413285e-09,6.263751012228214e-10,7.999968900060384e-11,7.205764863546883e-12,1.3933623009855378e-06,2.8790057036908914e-10,2.2146737135261564e-10,6.32545722406757e-09,-3.527120022948855e-15
3100,8.795945850024692e-08,1.0402366072087325e-09,2.8907687804066733e-09,1.0092868111741665e-09,1.6517383647908497e-07,1.0552938214010087e-09,3.2085755075309947e-09,1.49870168027442e-13,3.3650545978426674e-13,1.6556205680867105e-08,2.698047008683959e-09,6.189772726820291e-10,8.520934344504908e-11,2.100415227123086e-12,1.3933550504784204e-06,3.6177265451803455e-10,2.3112056908409647e-10,5.815953530849182e-09,-3.719886088489311e-15
3200,8.792531476949947e-08,1.0475940362693002e-09,2.8907087469278353e-09,1.0391559911031538e-09,1.6511769440971072e-07,1.0583472607687436e-09,3.196804682677745e-09,2.130121510857046e-13,3.704517538408181e-13,1.655884733652975e-08,2.9713707790080566e-09,6.005260377051692e-10,9.317298624799035e-11,4.837250627136685e-12,1.39154972138828e-06,4.039083259745282e-10,2.8744854642043306e-10,7.388523846145957e-09,-4.597406187239882e-15
3300,8.787083268305176e-08,1.048164703378691e-09,2.8970595356686204e-09,1.098052043899945e-09,1.6494500634486117e-07,1.0640155573473845e-09,3.294917649892196e-09,2.8628490987044193e-13,4.593091285548274e-13,1.5929760968230793e-08,3.422631118867146e-09,5.898210450139799e-10,1.091198252134792e-10,1.0230770626416039e-11,1.3912376317425073e-06,4.626324492641958e-10,3.0236945616161176e-10,8.75117112099396e-09,-5.863672683720643e-15
3400,8.783517001260327e-08,1.0512842906987978e-09,2.894924219474614e-09,1.1287741950105958e-09,1.6478524785669727e-07,1.0641992750890843e-09,3.3500069920925628e-09,3.239023464262756e-13,5.058099176986354e-13,1.5411879172892875e-08,3.6452712422811204e-09,5.813442038405048e-10,1.1381675659217616e-10,1.2796554019992807e-11,1.3885937420759076e-06,5.118799920088534e-10,3.677257905248124e-10,9.920758080359783e-09,-7.23333628550968e-15
3500,8.782334922041476e-08,1.0423084972487303e-09,2.88433402141348e-09,1.1541404100407857e-09,1.6457327091708284e-07,1.0596499611359553e-09,3.356366554807911e-09,3.759829876220328e-13,5.873281831207701e-13,1.5188341177749678e-08,3.9592280746202385e-09,5.68165708178988e-10,1.3050705571327847e-10,1.4236783327499786e-11,1.3860897991973046e-06,5.290305374133236e-10,3.934199996095975e-10,1.3104060607547847e-08,-8.31358952916598e-15
3600,8.777954989443341e-08,1.0476808036952175e-09,2.9019307812840518e-09,1.1712617843777767e-09,1.6445035299364755e-07,1.0618369150181867e-09,3.3598194468335707e-09,4.412445295463193e-13,7.426937485171078e-13,1.4450133623889441e-08,4.365857257637454e-09,5.488350415848627e-10,1.5585809857795452e-10,2.4205529687020626e-11,1.3846848417923002e-06,5.987783548824269e-10,4.412503075567843e-10,1.4212317047478561e-08,-1.0633019675228611e-14
3700,8.774848050505587e-08,1.0392803538423247e-09,2.9020319614347094e-09,1.2134751203951808e-09,1.6447494320917815e-07,1.0591303342775593e-09,3.261225217409335e-09,4.974897216468084e-13,8.186447443120519e-13,1.4068796148672442e-08,4.6254676609330945e-09,5.25692989025411e-10,1.6196268077487043e-10,3.698918336715297e-11,1.383512812075035e-06,6.795688903848985e-10,5.381837453368745e-10,1.5702409187276204e-08,-1.12260560966167e-14
3800,8.77001482647374e-08,1.0474359918143433e-09,2.907203042384102e-09,1.2516799871491226e-09,1.6436256104196778e-07,1.0496245896581526e-09,3.2919177304241186e-09,5.737891260845246e-13,1.0157400463984983e-12,1.3325903567529695e-08,5.2607871055846056e-09,5.06500380864272e-10,1.8741294577836702e-10,4.441238672988616e-11,1.3803671097136877e-06,7.540490646227088e-10,5.942016512706079e-10,1.826862084635538e-08,-1.4137561785375089e-14
3900,8.767566626382132e-08,1.050395619695751e-09,2.8867595604757287e-09,1.2708555365191488e-09,1.640814842067044e-07,1.0574796201680342e-09,3.285513862097632e-09,6.658686940404617e-13,1.1025414364113474e-12,1.308300756800369e-08,5.7026921465464045e-09,4.916450077308453e-10,2.0656521767591494e-10,6.087857651234264e-11,1.378522030511718e-06,8.8261903933062e-10,6.651080088235805e-10,2.1535590514352724e-08,-1.5642892355986812e-14
4000,8.76389122489674e-08,1.0450866079677187e-09,2.899723625801759e-09,1.3344348880625577e-09,1.639943935701854e-07,1.048857542255355e-09,3.264812751707374e-09,7.893335687044134e-13,1.2496574446623466e-12,1.2336384726909465e-08,6.177707230844868e-09,4.719060811531095e-10,2.3457170697463495e-10,6.399663726415774e-11,1.375244986532548e-06,9.27548347149833e-10,7.040303448268778e-10,2.4329006758967432e-08,-2.017358204093385e-14
4100,8.760386666483997e-08,1.0415671618631304e-09,2.8967893802540946e-09,1.3649892632091254e-09,1.6394398068686104e-07,1.0556498437543684e-09,3.1245866130561075e-09,9.124031751540402e-13,1.4560182264754514e-12,1.175193800534893e-08,6.788047323612262e-09,4.452077517828276e-10,2.497796783764e-10,9.550510850827199e-11,1.3713298965321289e-06,1.0311830674985928e-09,7.876218054644855e-10,2.821098353192403e-08,-2.3231195774268776e-14
4200,8.754673254736942e-08,1.043115402533937e-09,2.9040092908029795e-09,1.4158837226099272e-09,1.6388761118519908e-07,1.0576885514628086e-09,3.1087068392662437e-09,9.997725398273823e-13,1.7119957025055815e-12,1.0897311530320459e-08,7.0724603480519275e-09,4.096404591496368e-10,2.7639691576340815e-10,1.1982930672259726e-10,1.3686792407744357e-06,1.1449035350497015e-09,8.682837554361091e-10,3.035470894428492e-08,-2.673739089453156e-14
4300,8.75449950119482e-08,1.0463127565191474e-09,2.912303745630036e-09,1.4325248102529087e-09,1.6373887252926713e-07,1.0540804331916445e-09,3.0092160130629455e-09,1.1846248322586216e-12,2.003848935012931e-12,9.950397116455513e-09,7.831500550172092e-09,3.9143039202239496e-10,3.095322142933451e-10,1.4898469338134942e-10,1.3628370984991773e-06,1.2514660249262841e-09,9.77841819212553e-10,3.483486820799429e-08,-3.079905401825808e-14
4400,8.74665750146942e-08,1.0413953319980283e-09,2.9003955956627007e-09,1.4888825605883074e-09,1.6365131429517988e-07,1.0555655646973314e-09,2.9845085705308917e-09,1.3621915763509e-12,2.315032645888838e-12,9.170948176394543e-09,8.387567123555437e-09,3.559099606840067e-10,3.4434055993180794e-10,1.7841983081062514e-10,1.3585360888693644e-06,1.387179481330578e-09,1.0437435569127267e-09,3.829384384097129e-08,-3.560118430992926e-14
4500,8.743051506351381e-08,1.0400143645188484e-09,2.9075165187771492e-09,1.4991514927731573e-09,1.6338250794508195e-07,1.0503996294266571e-09,2.8412154100021753e-09,1.5179056986438809e-12,2.6889403416954284e-12,8.42597598448529e-09,8.835658556855013e-09,3.301910476887956e-10,3.674685195395143e-10,2.1998090804661812e-10,1.3538127900160658e-06,1.4879790369312051e-09,1.1114614393670974e-09,4.3013054454552787e-08,-4.326466011393317e-14
4600,8.74077058816516e-08,1.0401390497228624e-09,2.9106349709421367e-09,1.5092094866778973e-09,1.6329747860038494e-07,1.0507598785746908e-09,2.815474921498843e-09,1.7272193949251753e-12,3.0417260017816815e-12,7.854779405671194e-09,9.46218548612833e-09,3.0118001615374485e-10,3.9197816879221145e-10,2.804922308891961e-10,1.3493750249853462e-06,1.6090943315383898e-09,1.2409080531130845e-09,4.7806225553218765e-08,-4.952213056918445e-14
4700,8.736903559853974e-08,1.0513826002045201e-09,2.919921326212699e-09,1.5530879405613603e-09,1.6310380865710306e-07,1.0463715298433074e-09,2.6957081250644645e-09,1.9982065252208716e-12,3.431549690151866e-12,7.1328250780103495e-09,9.907809392656096e-09,2.7453517801196776e-10,4.203540539587674e-10,3.4165944572721454e-10,1.3440782452910072e-06,1.737010150668748e-09,1.3240980668818588e-09,5.4590642314978056e-08,-5.585260565217063e-14
4800,8.735171054500366e-08,1.041675636331934e-09,2.905856389890498e-09,1.600624258575332e-09,1.62981522968809e-07,1.0543530085192844e-09,2.556895485666023e-09,2.2396161835887378e-12,3.824374874250665e-12,5.980077942350674e-09,1.0651235891624766e-08,2.4637094282377344e-10,4.521417637154094e-10,4.279822593912799e-10,1.3382301942951357e-06,1.8715146438114823e-09,1.4380147118664145e-09,6.003156704628533e-08,-6.630979682467612e-14
4900,8.732260772862057e-08,1.0486721324891062e-09,2.917223511977688e-09,1.6591754519547912e-09,1.62974616217539e-07,1.046534534678006e-09,2.5191936452292236e-09,2.5176110805799823e-12,4.387092072799492e-12,5.446647196541745e-09,1.099405085386512e-08,2.0877910371149755e-10,4.863303611104246e-10,5.10972953960432e-10,1.3314131958315155e-06,1.993798686212334e-09,1.5385905687130617e-09,6.567242026197976e-08,-7.443059489118063e-14
5000,8.72539689106193e-08,1.0424297441678012e-09,2.8959137618198275e-09,1.6844691798497513e-09,1.6279894993273452e-07,1.05208176216772e-09,2.4509302203663977e-09,2.7682623306791417e-12,4.864042473173746e-12,4.569241413262729e-09,1.1663750399983949e-08,1.8894117934078343e-10,5.154435191920697e-10,6.244309805937025e-10,1.3250311116143321e-06,2.069438419677154e-09,1.6021440675932265e-09,7.152551546964012e-08,-8.678395186764618e-14
