miliseconds,IX,IX_TF_VIIa,TF_VIIa,IXa,X,X_TF_VIIa,Xa,VIIIa_IXa,X_VIIIa_IXa,V,Va,VIII,VIIIa,IIa,II,II_Va_Xa,Va_Xa,mIIa,I
2200,8.823403486485676e-08,1.04273852817901e-09,2.891129555216265e-09,7.001665808959888e-10,1.6617102913224324e-07,1.0648236259204998e-09,2.5155986582590277e-09,9.346423279741032e-15,4.46738830875775e-14,1.878693188255902e-08,1.1565201391796582e-09,6.72697210381267e-10,3.343381119276496e-11,1.8750162721692022e-12,1.398542199743162e-06,1.0512674405063997e-10,5.732501243132087e-11,9.05986837446952e-10,-1.2101227609525359e-15
2300,8.821598060961674e-08,1.041868420469726e-09,2.8844113485303155e-09,7.204164137813874e-10,1.6608884878637798e-07,1.0578456081924636e-09,2.5989795180621218e-09,2.411178813241133e-14,1.1220584559513256e-13,1.8629056823090468e-08,1.2650034507445527e-09,6.720292050771221e-10,2.5591788999503176e-11,2.03590331360819e-12,1.3984609592345248e-06,1.2637044201319083e-10,5.614604838334893e-11,2.257782631951542e-09,-1.6657153676940825e-15
2400,8.817241984284382e-08,1.0471419376819057e-09,2.8796226390656625e-09,7.74607501183031e-10,1.6592276189341195e-07,1.0655619031286436e-09,2.6860754124657223e-09,2.0536443851685412e-14,1.0527019959260407e-13,1.8524748216292137e-08,1.5324345789167507e-09,6.584998121395659e-10,3.787950773037285e-11,-1.0873213362091657e-12,1.3975236830646811e-06,1.2557060494668492e-10,8.968712990329866e-11,1.2696436076713275e-09,-1.9253063565434904e-15
2500,8.813736428130243e-08,1.0546928679557995e-09,2.883900060466896e-09,8.217664625410287e-10,1.6589981955403613e-07,1.067651462322796e-09,2.8051481601553847e-09,6.74194291802171e-14,4.050491384634661e-14,1.8365310014914863e-08,1.5599924770552573e-09,6.602012555069419e-10,4.1289336627860754e-11,-2.505139238350711e-12,1.397401934335527e-06,1.3367756406169182e-10,9.611373166072893e-11,1.495934384116741e-09,-1.7354587811846078e-15
2600,8.808395055115128e-08,1.053746028914779e-09,2.8825889093267812e-09,8.22653600360829e-10,1.658139792170163e-07,1.0579694577161145e-09,2.861794145206801e-09,5.493912119865491e-14,7.343845640948819e-14,1.8147078230163907e-08,1.6393090679016523e-09,6.48462016792325e-10,4.5459987702930216e-11,-1.8537110678149262e-12,1.3977893779725568e-06,1.5044512915858108e-10,1.0868762631736415e-10,2.306001594477438e-09,-1.0086691275518747e-15
2700,8.80988636205529e-08,1.046392203426914e-09,2.895685020537966e-09,8.870167043911437e-10,1.655929027145713e-07,1.0678143065007518e-09,2.9622753927694373e-09,7.957715818229964e-14,8.958136502024815e-14,1.7981464892445884e-08,1.89035140735213e-09,6.43145590185254e-10,5.7265521145851e-11,5.977646149663943e-12,1.3955229416842444e-06,2.0014978244024834e-10,1.65448385108896e-10,3.2044703725450213e-09,-1.745857347095047e-15
2800,8.806036847157197e-08,1.0405968990930535e-09,2.8808300159235315e-09,8.938895907700373e-10,1.6551508224573124e-07,1.063187195028813e-09,3.0140604098927583e-09,9.668001084163625e-14,1.3295273241973713e-13,1.7454209719069088e-08,1.9946278202105104e-09,6.482617318196407e-10,5.4751421158468235e-11,-1.9633147105265514e-12,1.3954439146319146e-06,2.3008611723819175e-10,1.7545083093062182e-10,3.799520850382691e-09,-1.589153740372883e-15
2900,8.800963342545787e-08,1.0530688306247157e-09,2.894850761880306e-09,9.339779145247744e-10,1.653878654735232e-07,1.062250047233787e-09,3.1238378282099885e-09,1.323944679457943e-13,2.393462019738521e-13,1.7126917225437933e-08,2.226603075576514e-09,6.383010243730576e-10,6.369931222468586e-11,8.385024969651403e-12,1.3947695901354336e-06,2.368392855521426e-10,1.8902565540865049e-10,4.612469189700115e-09,-1.852161647453622e-15
3000,8.795471924083175e-08,1.0456966163324855e-09,2.8982895889157746e-09,9.927259279528213e-10,1.6532396070906774e-07,1.0590741330866825e-09,3.1173589732835537e-09,1.6523059316895672e-13,2.822460132919334e-13,1.713423998670289e-08,2.64764528075502e-09,6.221167227652675e-10,6.691503832450813e-11,8.981005342781755e-12,1.3947377469892317e-06,2.9229476794890205e-10,2.10617134465042e-10,6.112617144899261e-09,-3.732296133448258e-15
3100,8.794650405919666e-08,1.052298200191933e-09,2.893699226105054e-09,1.0345727208374352e-09,1.6513266453732927e-07,1.0644257550536845e-09,3.160426073469715e-09,1.480142369395116e-13,3.5731380618584493e-13,1.6894595282044505e-08,2.812902895177136e-09,6.218141717067924e-10,7.912377127206214e-11,9.494222946997348e-12,1.3921352423407469e-06,3.1863898073330916e-10,2.3353353606858087e-10,6.3030086272412625e-09,-4.696278858410893e-15
3200,8.789032208806996e-08,1.0446880236693034e-09,2.891648126039979e-09,1.0540947335959737e-09,1.6503399589362757e-07,1.060826102576396e-09,3.2296171917720404e-09,1.8574040232148176e-13,3.076064674200675e-13,1.618227248798761e-08,3.084824513326062e-09,6.02010346057404e-10,8.764916728226767e-11,1.17148754252623e-11,1.3920622532036254e-06,3.654477958366271e-10,2.7108687563383896e-10,8.541499556245819e-09,-4.694479145215439e-15
3300,8.786558363349622e-08,1.042452737494991e-09,2.901244394721181e-09,1.108064938772277e-09,1.648617200265899e-07,1.0554888600070756e-09,3.260310707020047e-09,2.5154870900336355e-13,4.257235985895299e-13,1.5947311969345706e-08,3.129269311102561e-09,5.863843001481332e-10,1.1284736343512214e-10,6.381506256282851e-12,1.3909612215126427e-06,4.455578316461631e-10,3.4540592776665905e-10,9.046589225020162e-09,-4.946519208317673e-15
3400,8.785087326339208e-08,1.0534695511286716e-09,2.8978918756666385e-09,1.117113966291676e-09,1.6482999457343745e-07,1.0506293264199142e-09,3.2977865644010447e-09,3.382963086887718e-13,4.993837510289639e-13,1.5719723722882242e-08,3.50769141287751e-09,5.795213102739183e-10,1.1797735112223126e-10,1.0303867124096534e-11,1.3880216445469576e-06,5.143425816317479e-10,3.657389128938666e-10,1.1399642490469895e-08,-6.899877143614443e-15
3500,8.782162317986819e-08,1.0468567251333304e-09,2.906079625115141e-09,1.1389257737987419e-09,1.645715380301637e-07,1.0508355896680465e-09,3.309244486890242e-09,3.735893217882763e-13,5.965664365347175e-13,1.5018418998133448e-08,3.821101413609005e-09,5.57644952998434e-10,1.404047601037969e-10,1.1458766432932045e-11,1.3874141189763624e-06,5.846738710795378e-10,4.100086436926986e-10,1.166121596368628e-08,-9.0826206782116e-15
3600,8.774745618547451e-08,1.0472869672938773e-09,2.9012502708010312e-09,1.1906549727787797e-09,1.6448790419896913e-07,1.05346533745645e-09,3.3003315824019637e-09,4.102743881795078e-13,6.55272484544623e-13,1.4703530308256546e-08,4.202195266650777e-09,5.510050144689653e-10,1.4786461394672707e-10,2.780190506621867e-11,1.385909821156594e-06,6.486506477451228e-10,4.812194013992089e-10,1.3598024289334077e-08,-1.0882726856920146e-14
3700,8.774730897697977e-08,1.0475996619178804e-09,2.9063162328169436e-09,1.2002765507937843e-09,1.644266642857602e-07,1.0545890519293329e-09,3.337202301789262e-09,4.757147214216827e-13,8.258609261121936e-13,1.4118552268769685e-08,4.866178335027559e-09,5.369004503378455e-10,1.6353514316799426e-10,3.32039710922811e-11,1.3832166280193756e-06,7.208008898380039e-10,5.023867136492546e-10,1.676364176766122e-08,-1.1488365237466622e-14
3800,8.768613678245654e-08,1.0438796196152569e-09,2.902933994634309e-09,1.239905389156209e-09,1.6429073497206116e-07,1.0495019579232218e-09,3.2760912506474173e-09,5.809804421192765e-13,1.0048844717526394e-12,1.358115319209071e-08,5.226975970236699e-09,5.144559331628721e-10,1.88187732333776e-10,4.663754336039341e-11,1.379789006352355e-06,7.860498706502789e-10,5.697753876917222e-10,1.9660005679637754e-08,-1.4127384959001698e-14
3900,8.766546590294587e-08,1.0465818298425718e-09,2.9088836161526237e-09,1.315745559331964e-09,1.641000880509729e-07,1.0595092075711256e-09,3.218021819003203e-09,6.643829569204579e-13,1.1574355438410434e-12,1.2752714856589398e-08,5.7472626010550774e-09,4.81429244201628e-10,2.1110974436156599e-10,5.717098143392795e-11,1.377982878776541e-06,8.904847540043101e-10,6.3148093146686e-10,2.1528817929957478e-08,-1.7330785457402203e-14
4000,8.76473111996504e-08,1.052326992050139e-09,2.913305974394398e-09,1.3455182103912178e-09,1.6413749149672227e-07,1.0492725336317246e-09,3.269111691216741e-09,8.021319302695256e-13,1.3270109837302217e-12,1.2034516046315839e-08,6.123913436622943e-09,4.721216026323281e-10,2.372847730398911e-10,7.637893466142615e-11,1.3751949361889417e-06,9.283461917765895e-10,7.3771887215763e-10,2.3978784378986327e-08,-1.9434810299202077e-14
4100,8.756440259153172e-08,1.047163483478289e-09,2.887127790789293e-09,1.347013710618614e-09,1.6401355692909928e-07,1.057679171362508e-09,3.214069604953855e-09,8.605234196880357e-13,1.5665489658144738e-12,1.1629045685442325e-08,6.5646330214506594e-09,4.3855271554073996e-10,2.543762896150047e-10,9.617659061143293e-11,1.3722253283590631e-06,1.048774098683512e-09,7.771088159560248e-10,2.7776123812738915e-08,-2.203053627343686e-14
4200,8.752991231887241e-08,1.0414270626045654e-09,2.9086831257961598e-09,1.411284620280261e-09,1.6379409353901644e-07,1.0551956963006027e-09,3.1212929822794605e-09,1.0634073534688983e-12,1.7214591289843082e-12,1.0909664347776045e-08,7.294487695244709e-09,4.189428080949173e-10,2.797957581708562e-10,1.0743349786947965e-10,1.3679804423548224e-06,1.1507770346771518e-09,8.836467531616311e-10,3.1254126434700164e-08,-2.6201366684799993e-14
4300,8.750202221222484e-08,1.0471198288570954e-09,2.90460942944166e-09,1.4551465305730146e-09,1.6370103351856276e-07,1.052121777656586e-09,3.0063140053752928e-09,1.211348927666565e-12,1.964977250769934e-12,1.0126256644091403e-08,7.701520875542497e-09,3.8066468122607763e-10,3.1394492270485527e-10,1.4654228617476696e-10,1.3645572559376645e-06,1.2699775930717526e-09,9.771713245868285e-10,3.483994722790556e-08,-3.072129585770722e-14
4400,8.748000009481298e-08,1.0382564641364375e-09,2.9064723998169074e-09,1.4718845014482471e-09,1.6361221639133445e-07,1.0590329923390977e-09,2.936118876284529e-09,1.3830752070565543e-12,2.29680893124704e-12,9.306287535980277e-09,8.37446182439742e-09,3.5924474395592977e-10,3.3367090303703774e-10,1.7707907015579132e-10,1.3598311193481473e-06,1.3740892274825559e-09,1.0449702935030816e-09,3.802963387288059e-08,-3.6236506674343264e-14
4500,8.743583810015673e-08,1.044552796215502e-09,2.908556730705398e-09,1.5146754137336325e-09,1.6339791173126087e-07,1.051017111416298e-09,2.8619402502284555e-09,1.5710179277001632e-12,2.63611333196611e-12,8.297600863699403e-09,8.800829488918737e-09,3.2939653605367894e-10,3.7030216285735606e-10,2.2279343883695672e-10,1.3546606270270758e-06,1.5024317380732617e-09,1.1258081416915894e-09,4.334120393147092e-08,-4.248897161555848e-14
4600,8.741849571605139e-08,1.0408371194477146e-09,2.896544736473106e-09,1.5442058611478502e-09,1.63267657207655e-07,1.0580304136379801e-09,2.8387909239745696e-09,1.745484737997079e-12,3.0432998115178616e-12,7.59845500053862e-09,9.358390066114292e-09,3.016139814298109e-10,4.018546114826796e-10,2.813116008034195e-10,1.3494309024534964e-06,1.5879260987479039e-09,1.2144479686646895e-09,4.7687295110018714e-08,-4.9410163145280704e-14
4700,8.735449092271383e-08,1.0486792745115376e-09,2.904550268675762e-09,1.5558404808229233e-09,1.631997371387566e-07,1.047527892192321e-09,2.697821644062111e-09,1.9562679239594954e-12,3.428379755895104e-12,7.061854449259791e-09,1.0163489265593937e-08,2.6637705715733463e-10,4.2474399959442994e-10,3.4356328345332167e-10,1.3444155032475968e-06,1.7429089053213058e-09,1.3326945854165265e-09,5.275975754552396e-08,-5.6052323058662874e-14
4800,8.73514287945978e-08,1.0412022076472465e-09,2.895252364523249e-09,1.6240644099206863e-09,1.6306794759072134e-07,1.0437362446938926e-09,2.600436110539537e-09,2.25639053381066e-12,3.83108077169191e-12,6.285667961550161e-09,1.044079296997437e-08,2.405604266528201e-10,4.6156154808459596e-10,4.248415353819782e-10,1.3375213360080439e-06,1.8302332768320618e-09,1.3992689244160348e-09,5.8786980647852146e-08,-6.502165565153235e-14
4900,8.733382897265994e-08,1.0477602045702963e-09,2.902278536249966e-09,1.6513106108938636e-09,1.6295687257386935e-07,1.046126693580519e-09,2.4722517924771718e-09,2.483435745560955e-12,4.335036471768701e-12,5.2682207446968504e-09,1.1234703195516574e-08,2.0458941629250703e-10,4.856914209083306e-10,5.2055675180821e-10,1.3314154587088868e-06,1.9847426269986883e-09,1.535977302847753e-09,6.567795316236346e-08,-7.474369504274032e-14
5000,8.73020005446847e-08,1.0394824215693858e-09,2.91713900221844e-09,1.6475683195789825e-09,1.6280521807616825e-07,1.0426257987150252e-09,2.378777074875012e-09,2.7927394867813107e-12,4.857710012241335e-12,4.5386273738700465e-09,1.1658866709588321e-08,1.7613981028282257e-10,5.033983647932339e-10,6.213449448458948e-10,1.3249680709468143e-06,2.119013865933174e-09,1.5990724630403019e-09,7.144776021900988e-08,-8.62661337877274e-14
