miliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
2700,7.916237488809387e-05,6.225326248620527e-05,0.9851306482250323,0.013514124324374693,5.936579749860038e-10,4.467315409268659e-14,7.837170241262276e-07,0.0002278411239240716,7.475714494769566e-06,0.0006334089229690952,6.419403880907817e-13,2.7556171518237785e-24,5.756348094595578e-09,0.0
2800,7.960591610964765e-05,6.207963189788799e-05,0.9848461136514506,0.013834145148206361,6.472027551465086e-10,4.836468284930348e-14,8.236210156806867e-07,0.0002345197934779471,7.406561385120549e-06,0.0006624812127578194,6.841838282773496e-13,3.641689662773825e-24,5.7942676934921505e-09,0.0
2900,7.889541943791083e-05,6.148657779016535e-05,0.984644089806272,0.01451714641048906,6.858662977769747e-10,5.2498300791318845e-14,8.402885427955199e-07,0.00026387897946900216,7.3973482060447285e-06,0.0007024326125113782,7.342037852136424e-13,3.547527550740462e-24,6.093078848419594e-09,0.0
3000,7.889166262273e-05,6.194870712005469e-05,0.9841555969959288,0.01539303456255972,7.241908199368044e-10,5.543951707821577e-14,8.537543460115304e-07,0.00028509958687260333,7.475765395928775e-06,0.000708543425537935,7.992578188812524e-13,4.42566923966247e-24,6.13799028284285e-09,0.0
3100,7.943479331732238e-05,6.194244190297637e-05,0.9834234289330359,0.015804226369596608,7.406650417889695e-10,6.144010054802019e-14,8.931184649772458e-07,0.0002858724371967335,7.462333903523037e-06,0.0007466581988882014,8.338781264625435e-13,4.4911386095985825e-24,6.426628879823002e-09,0.0
3200,7.932176984370633e-05,6.205897756922939e-05,0.9828939538158624,0.01596851403743198,7.897194141987418e-10,6.396308333788155e-14,9.119256623836046e-07,0.0003206740786769068,7.38128200430465e-06,0.0007556643180489784,8.757764482730194e-13,5.321852018090456e-24,6.639045657641552e-09,0.0
3300,7.889701567712754e-05,6.142736754674078e-05,0.9823637385929537,0.01642254476605474,8.48684311281305e-10,6.496534935577842e-14,9.347529736398624e-07,0.0003415315699005889,7.426027196052293e-06,0.000782628811275757,9.706773643680642e-13,5.625861222354795e-24,6.8603191469082585e-09,0.0
3400,7.943314293408966e-05,6.192492637999955e-05,0.9816979445500428,0.01742001423617804,8.860908912150188e-10,7.105389637938143e-14,9.825211251637084e-07,0.0003572320755861656,7.405634836513461e-06,0.0008085496224286522,9.990372059951187e-13,6.333436135749152e-24,7.0268127880499555e-09,0.0
3500,7.883385638229613e-05,6.174973818906668e-05,0.9812957550210906,0.017617711208080672,9.384084526887764e-10,7.35330179722479e-14,1.0051587456540743e-06,0.0003649036824378387,7.433622380043909e-06,0.0008400542144767844,1.0456490001225295e-12,6.60379367913581e-24,7.389099675234448e-09,0.0
3600,7.964812790209761e-05,6.126848376629998e-05,0.98096738617245,0.018199299619543093,1.0366655770808325e-09,7.813142812067493e-14,1.0202910719311504e-06,0.00039586193024682375,7.429190599115483e-06,0.0008694499099583236,1.1245565224290526e-12,6.935991884333856e-24,7.660387249169296e-09,0.0
3700,7.944522207205955e-05,6.108169866578104e-05,0.9801840973961717,0.01830682428852563,1.0719237290796723e-09,8.237927957118296e-14,1.0552823502462825e-06,0.00041255627968903464,7.394475288140252e-06,0.000896640660462808,1.2099020261192451e-12,7.723532588344342e-24,7.878314834805097e-09,0.0
3800,7.959351494658712e-05,6.186783300760388e-05,0.9792266735225428,0.018899710133874363,1.1612100290617568e-09,8.82377412516007e-14,1.0919536111147963e-06,0.00043912384592336,7.393104935455228e-06,0.0009226550845298226,1.288244493950885e-12,8.24379329682214e-24,7.863950925978199e-09,0.0
3900,7.917291264869642e-05,6.105305117717342e-05,0.979393165090658,0.01955400609873216,1.2019824205324004e-09,9.527787010810507e-14,1.1268409154577839e-06,0.00047307962024725113,7.357814787764689e-06,0.0009286453248815146,1.3185299466732466e-12,8.961055387799862e-24,8.062855322492043e-09,0.0
4000,7.879305358981212e-05,6.146952704439586e-05,0.9782115613344364,0.019901906175263825,1.2299612824134521e-09,9.591801345327533e-14,1.1472028791873075e-06,0.0004783343717896353,7.353928785201617e-06,0.0009546242825659945,1.387884953885675e-12,1.0059846368326944e-23,8.226843052622424e-09,0.0
4100,7.923574752758224e-05,6.16223413829066e-05,0.977988382926386,0.020621818708048845,1.3233186077707306e-09,1.0375759442639142e-13,1.1694124513821814e-06,0.0005209072915050057,7.3643314561373495e-06,0.0010015223070337076,1.4349608848236746e-12,1.0873148950773765e-23,8.666726226861117e-09,0.0
4200,7.905015919084366e-05,6.132798427849633e-05,0.9773612051596485,0.02059832740454343,1.3651466629691052e-09,1.0866131087808129e-13,1.1874719412077702e-06,0.00054187588429219,7.3841981164712255e-06,0.0010147265351915895,1.544350886844085e-12,1.1388374131737225e-23,8.738282281590868e-09,0.0
4300,7.883073645428963e-05,6.0890152873413474e-05,0.9771992981532348,0.0216446765351959,1.4400754568668668e-09,1.145352166432502e-13,1.2030142970925687e-06,0.0005664361240597394,7.405561155842241e-06,0.0010428100704992873,1.60961139350285e-12,1.2443571142244636e-23,8.906493336244914e-09,0.0
4400,7.946478702577609e-05,6.114979015263631e-05,0.9765846139421378,0.022188928813256688,1.4864370037859444e-09,1.1912111676164864e-13,1.2361953585116365e-06,0.0005757976751053338,7.41114835761297e-06,0.001047520803690399,1.6885325646072369e-12,1.3377931378303868e-23,9.301357254259137e-09,0.0
4500,7.906788035827171e-05,6.160270936417836e-05,0.9759615552103974,0.022683054702870457,1.5643221433241598e-09,1.2556814003406829e-13,1.2673038007446518e-06,0.0006148245867302789,7.375500997053469e-06,0.0010779727004199741,1.731648928352201e-12,1.4311288775455698e-23,9.268909002891295e-09,0.0
4600,7.94639130861608e-05,6.078026382949406e-05,0.9749745620269327,0.022982269227496688,1.6482631304465234e-09,1.2784547252275872e-13,1.3037852923002257e-06,0.0006391914536301106,7.303963224239503e-06,0.0011106274145263877,1.837539657580704e-12,1.5078691322632608e-23,9.438319188180379e-09,0.0
4700,7.881980615249596e-05,6.130014727525636e-05,0.9746996896079085,0.02360065215938659,1.7480468795086296e-09,1.3354505455705926e-13,1.3202092397432039e-06,0.0006558453705175197,7.395710722210165e-06,0.001134950729981435,1.8918836840484046e-12,1.6041868560702185e-23,9.678524413516317e-09,0.0
4800,7.881215537138217e-05,6.126214334999633e-05,0.9743228668378389,0.023663072771588006,1.777179160506891e-09,1.414790744269849e-13,1.3470435508820863e-06,0.0006975681253436176,7.32562956165612e-06,0.0011383007213398076,2.0368846971867474e-12,1.7185080994053218e-23,1.0120335496114569e-08,0.0
4900,7.94798949939175e-05,6.131766636803068e-05,0.9737171253131546,0.024235829302661355,1.86764869773934e-09,1.4760072356518468e-13,1.374357066858461e-06,0.0007342058688708799,7.31539607437946e-06,0.001159691191609958,2.118222529306301e-12,1.8234764270999718e-23,1.0148993906070315e-08,0.0
5000,7.943842276479342e-05,6.061743231472058e-05,0.9730365931088815,0.024398957405621095,1.9658045413520403e-09,1.532026603061559e-13,1.3956380194942056e-06,0.0007591894546234057,7.3355109475815156e-06,0.0012104055281540013,2.2011163036776916e-12,1.9435081869680048e-23,1.0443910783508319e-08,0.0
