miliseconds,E,E_P_1,P,M,M1,E_M1,E_M,T,E_P_2,P2,P21,E_P21,E_P2,E_P1
2000,7.940822048905855e-05,6.252327652239843e-05,0.9890735931628291,0.00993389253582552,3.0282844199064376e-10,2.6703190482434648e-14,5.786995316732487e-07,0.0001197762224408718,7.478161099598462e-06,0.00047451711326417775,3.605554983611336e-13,1.2829343148581126e-24,4.254416778846353e-09,0.0
2100,7.926473196662278e-05,6.188158777979684e-05,0.9887847563143499,0.010850341289377712,3.6804110214630326e-10,2.630378999764981e-14,5.901332012630134e-07,0.00014572705420148974,7.448488848196225e-06,0.0005008509016869657,3.7895667173907215e-13,1.5052128958278042e-24,4.397816079408505e-09,0.0
2200,7.927526681691401e-05,6.226819423397394e-05,0.9881717317595777,0.011442695385834034,3.7921224399238e-10,2.967149326328476e-14,6.463499823129814e-07,0.00015933827565097942,7.510140277381543e-06,0.000540756682702919,4.506474720089174e-13,1.47574221894675e-24,4.533160527615141e-09,0.0
2300,7.899385999386362e-05,6.203862377205939e-05,0.9879025046186224,0.011594883372305282,4.107275279041171e-10,3.254136285350351e-14,6.765277082702133e-07,0.0001715017029467785,7.46630660686294e-06,0.0005631009725893519,4.849865291912597e-13,2.080979966560758e-24,4.710823860859194e-09,0.0
2400,7.971307168305674e-05,6.229407818527302e-05,0.9866964314870168,0.01210992143677583,4.671762815153472e-10,3.59073877032886e-14,6.787741139083775e-07,0.00017412906707505853,7.418557752849474e-06,0.0005770515542729556,5.065091988548465e-13,2.3337394839109318e-24,5.058326712741262e-09,0.0
2500,7.959626967346954e-05,6.176854398967242e-05,0.9863025798821483,0.012301692696880197,5.01558229950216e-10,3.888643762458236e-14,7.416511669209441e-07,0.00019626518916224866,7.459924615867377e-06,0.0006206519015717942,5.449710297352959e-13,2.6239273255165833e-24,5.196235842250136e-09,0.0
2600,7.889334404492836e-05,6.17657954844501e-05,0.9862391101886784,0.013381399476658533,5.523684014510358e-10,4.324701182859979e-14,7.484216926795517e-07,0.00021763643696613854,7.446091369236993e-06,0.0006191607198333595,5.839422910182573e-13,2.5805100676840646e-24,5.586137508901172e-09,0.0
2700,7.898033598453976e-05,6.163083967926873e-05,0.9851686873977679,0.013581228844851773,5.723087160514157e-10,4.506211798342888e-14,7.983965087690173e-07,0.0002201361325457723,7.45605704980236e-06,0.00064520873283895,6.399907638820819e-13,2.9905150582157522e-24,5.778206938786846e-09,0.0
2800,7.907130121725371e-05,6.208608929599551e-05,0.9849403359557327,0.014461241326269896,6.402104314345564e-10,4.737441614325682e-14,8.058030274974016e-07,0.00023668755543194086,7.422013148387198e-06,0.0006736241643956835,6.620355872723724e-13,3.379563645211435e-24,5.7998944074802365e-09,0.0
2900,7.914525078472112e-05,6.218430374486148e-05,0.9846714906511395,0.014925889894131777,6.782908647302882e-10,5.233334211458224e-14,8.387392466786952e-07,0.00024558997104399586,7.458279040773666e-06,0.0007011378879661059,7.430797480726296e-13,3.820518971807673e-24,6.1858731702976036e-09,0.0
3000,7.894090409020675e-05,6.170043077911344e-05,0.9838611711531291,0.015224533602329554,7.283271731264181e-10,5.621418084246628e-14,8.605339371221713e-07,0.0002860428495923559,7.434466864867406e-06,0.0007213148994599249,7.81157023311797e-13,4.00900267323254e-24,6.245281783769871e-09,0.0
3100,7.898148334068386e-05,6.194622014428502e-05,0.9828959083723703,0.015461841027401746,7.652410089184974e-10,5.706197821482261e-14,8.75688986928412e-07,0.0003026650022540521,7.398681811458112e-06,0.0007337456955140525,8.338662259205142e-13,4.76966825923047e-24,6.439049372170286e-09,0.0
3200,7.907885028537945e-05,6.150019360148843e-05,0.98246090609846,0.01603465001376803,7.854721776777439e-10,6.366384857355578e-14,9.39274792052085e-07,0.00030868737218239534,7.428518783957158e-06,0.0007877513900614135,8.61223438873239e-13,4.9900154001243364e-24,6.560660731927576e-09,0.0
3300,7.887376427032695e-05,6.124104925018003e-05,0.9824697268045561,0.016899792109005704,8.697066755500515e-10,6.735540748915098e-14,9.614094371431018e-07,0.00033682317962942736,7.451056371543759e-06,0.0007935991066827909,9.810352957395715e-13,5.7065966423724956e-24,6.925913203776261e-09,0.0
3400,7.904672660166905e-05,6.128303838599439e-05,0.9819254843544213,0.017181207471965665,9.193068122724323e-10,7.085699193576929e-14,9.731876403016129e-07,0.0003411205579360354,7.4151623280522055e-06,0.0008354316027083115,1.0238557875270518e-12,5.955601378957105e-24,7.161864272380671e-09,0.0
3500,7.877877617904317e-05,6.200028438507819e-05,0.9809177370241255,0.017588821682314897,9.929240284158915e-10,7.592207322248931e-14,9.914910542188372e-07,0.00036813132953107794,7.445535559750621e-06,0.0008262141723694778,1.0847869701773215e-12,6.55980808299967e-24,7.270840477584189e-09,0.0
3600,7.953117561437772e-05,6.132102648916518e-05,0.980625383033964,0.018034548956907814,9.965178921302743e-10,7.983503169825845e-14,1.0195508331359069e-06,0.0003881914030507333,7.419038586492457e-06,0.0008711020324837104,1.1377029195547496e-12,7.246396640604121e-24,7.661676459271813e-09,0.0
3700,7.902095535921775e-05,6.184373088343079e-05,0.9798011092178065,0.018223255091476757,1.09821100434947e-09,8.249347479817161e-14,1.053967801185384e-06,0.00042493399091632085,7.449122153775355e-06,0.0008976617996673672,1.2137318505329046e-12,7.640105162883947e-24,7.785914757817703e-09,0.0
3800,7.937259778923781e-05,6.117464332897261e-05,0.9794128830996188,0.018763457396701128,1.1646095268039265e-09,8.954000549212353e-14,1.103242820258151e-06,0.0004488465572313021,7.404814560259154e-06,0.0009036652376327106,1.2875402427708988e-12,8.488184882235856e-24,7.819528040783923e-09,0.0
3900,7.911867076423865e-05,6.181816286898219e-05,0.9789845410573133,0.01919904097388451,1.2122803140237938e-09,9.153827871103404e-14,1.1046204656237976e-06,0.00046858509589202694,7.411096423780818e-06,0.0009233920371998804,1.298347437277676e-12,8.97264750437264e-24,8.073313992104706e-09,0.0
4000,7.934753547149506e-05,6.107814271926863e-05,0.9786997587250902,0.01994399794051591,1.2440172414244142e-09,9.757001156015882e-14,1.1332216185300909e-06,0.0004944826963779945,7.4218993359591825e-06,0.0009765675472818366,1.4131168187866792e-12,9.702924866672942e-24,8.37406369080768e-09,0.0
4100,7.956285185593897e-05,6.126799557127244e-05,0.9778660856760025,0.020379975311999417,1.323885260053628e-09,1.0260048239699248e-13,1.1684644830274377e-06,0.0005156413007139392,7.403982613708597e-06,0.0009795276042015464,1.4665332237054656e-12,1.0724393200699606e-23,8.482784297309942e-09,0.0
4200,7.86800455577764e-05,6.143961451776581e-05,0.9775397059610553,0.020820996190781517,1.369630728426842e-09,1.0941462354034037e-13,1.1971652498393904e-06,0.000534882553682108,7.361756016244278e-06,0.0010084822325580193,1.5677095181290102e-12,1.1243441340655582e-23,8.740850104491745e-09,0.0
4300,7.945647156476981e-05,6.104317747169293e-05,0.9771109403560663,0.0216685440830477,1.4662325797263417e-09,1.1208376749789789e-13,1.2275618968463017e-06,0.000562539671851026,7.37239104036746e-06,0.0010294094138249643,1.599390991329618e-12,1.2243438674313764e-23,8.88341340696791e-09,0.0
4400,7.866599231159335e-05,6.1031352101959635e-05,0.9761397420392347,0.02221944845496177,1.5033340228446827e-09,1.180733004510853e-13,1.2376221686058445e-06,0.0005937775431752746,7.347681295270893e-06,0.0010599408930123642,1.6784577799301524e-12,1.324145928464896e-23,9.08243471762326e-09,0.0
4500,7.942156394051656e-05,6.086504050023629e-05,0.9756206458860182,0.022419530769175598,1.559757475924301e-09,1.2456573909369349e-13,1.285278805274657e-06,0.000601484508789724,7.34013800033331e-06,0.0010915764927091809,1.7489991208329519e-12,1.4106041677966277e-23,9.397729730636023e-09,0.0
4600,7.921017167557325e-05,6.136333320912407e-05,0.9753127487969405,0.022781840526445708,1.6837069078352916e-09,1.3080098145439603e-13,1.2939635812004346e-06,0.0006330530924515622,7.388038640802818e-06,0.001101568178477733,1.8409777739765e-12,1.5279185165842607e-23,9.567392179407127e-09,0.0
4700,7.89350536453911e-05,6.145117823702418e-05,0.974783557429342,0.02315607037495807,1.7475625194115056e-09,1.3400172062761284e-13,1.3382779314513733e-06,0.000660045468619517,7.315454160956121e-06,0.0011364456559505968,1.8987934814802386e-12,1.6056817657747822e-23,9.663941166488302e-09,0.0
4800,7.906054364831036e-05,6.112474762191486e-05,0.9744537820512212,0.024158243667669076,1.781657823184889e-09,1.3897143203338084e-13,1.336450124779105e-06,0.0007071940159178986,7.36598599931149e-06,0.001135373047618288,2.027414408335301e-12,1.6979131902288693e-23,1.0095309488177762e-08,0.0
4900,7.931679378776352e-05,6.145625588952378e-05,0.9735700615260332,0.024503491950080936,1.8578003970417547e-09,1.449284350070425e-13,1.4012042310057848e-06,0.0007279092153935779,7.302395570553905e-06,0.0011779665800844368,2.107881437805928e-12,1.8007855547477797e-23,1.0314362259076932e-08,0.0
5000,7.871037005972238e-05,6.0790368193136176e-05,0.973045141357594,0.02454304904481178,1.97510628982476e-09,1.544457429271965e-13,1.4179703883402762e-06,0.0007428444219796965,7.303654861881704e-06,0.001202731778232686,2.188444534397973e-12,1.9446054376623482e-23,1.048286296645878e-08,0.0
